Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data,
1.4876, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.4878, , ,6.5897,97.8469,98.7609, , ,32.5661, , ,21.7943,85.2398, , , ,40.1577,61.4204, , , ,69.8496,14.2344,46.4834, , ,26.6341,38.948, , ,25.8489,74.0256,
1.4903, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.4916, , , , , , , , , , , , , , ,56.9231, , , , , , , , , , , , , , , , ,
1.4923, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.4927, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.4933, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.4937, , ,6.3048,97.6947,98.8732, , ,33.1396, , ,21.4455,84.8846, , , ,39.6598,60.9415, , , ,69.4595,13.9211,46.04, , ,26.2119,38.4438, , ,25.4391,73.5961,
1.4947, , , , , , ,99, , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.4954, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.4962, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.4969, , , , , , , , , , , , ,1.1111, , , , , , ,45, , , , , , , , , , , ,
1.4994, ,94.4444, , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.4997, , ,6.0237,97.5376,98.9802, , ,33.7164, , ,21.0996,84.5267, , , ,39.1627,60.4617, , , ,69.0692,13.6101,45.5972, , ,25.7916,37.9415, , ,25.0311,73.1648,
1.5028, , ,5.7465,97.3756,99.0819, , ,34.2964, , ,20.7566,84.1664, , , ,38.6664,59.9812, , , ,68.6787,13.3015,45.1553, , ,25.3732,37.441, , ,24.6249,72.7317,
1.5028, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5034, , , , , , ,100, , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5054, , , , , , , , , , , , , , ,55.3846, , , , , , , , , , , , , , , , ,
1.5056, , ,5.7302,97.3658,99.0877, , ,34.3309, , ,20.7364,84.145, , , ,38.637,59.9527, , , ,68.6555,13.2833,45.1291, , ,25.3485,37.4114, , ,24.6009,72.706,
1.5061, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5063, , , , , , , , , , , , , , , , , , , ,50, , , , , , , , , , , ,
1.5075, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.5094, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5095, , , , , , , , ,18.8406, , , , , , , , , , , , , , , , , , , , , , ,
1.5098, , , , , , , , , , , , , , , , , , , , , , , , , , , ,70.1754, , , ,
1.51, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5107, , ,5.7139,97.356,99.0936, , ,34.3653, , ,20.7162,84.1235, , , ,38.6076,59.9242, , , ,68.6324,13.2651,45.103, , ,25.3238,37.3819, , ,24.5769,72.6803,
1.5146, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.515, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5156, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5163, , , , , , ,99, , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5167, , ,5.6976,97.3462,99.0994, , ,34.3998, , ,20.696,84.1021, , , ,38.5782,59.8957, , , ,68.6093,13.2469,45.0768, , ,25.299,37.3523, , ,24.5529,72.6545,
1.517, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.5175, , ,5.6813,97.3364,99.1052, , ,34.4343, , ,20.6758,84.0807, , , ,38.5489,59.8672, , , ,68.5861,13.2288,45.0507, , ,25.2743,37.3227, , ,24.5289,72.6288,
1.5176, , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , , , ,
1.5186, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5192, , ,5.6787,97.3348,99.1061, , ,34.4399, , ,20.6725,84.0772, , , ,38.5441,59.8626, , , ,68.5823,13.2258,45.0464, , ,25.2703,37.3179, , ,24.525,72.6246,
1.5193, , , , , , , , , , , , ,0, ,53.8462, , , , , , , , , , , , , , , , ,
1.5207, , , , , , ,100, , , , , , , , , , , , ,50, , , , , , , , , , , ,
1.5217, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5226, , ,5.676,97.3332,99.1071, , ,34.4456, , ,20.6692,84.0737, , , ,38.5393,59.8579, , , ,68.5786,13.2228,45.0422, , ,25.2663,37.3131, , ,24.5211,72.6204,
1.5227, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.524, , ,5.6734,97.3316,99.108, , ,34.4512, , ,20.6659,84.0702, , , ,38.5345,59.8533, , , ,68.5748,13.2199,45.0379, , ,25.2623,37.3083, , ,24.5172,72.6162,
1.525, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5257, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5264, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5277, , ,5.6707,97.33,99.109, , ,34.4568, , ,20.6626,84.0667, , , ,38.5297,59.8486, , , ,68.571,13.2169,45.0336, , ,25.2582,37.3034, , ,24.5132,72.612,
1.5278, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.5285, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5302, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.5318, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5324, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5328, , ,5.669,97.329,99.1096, , ,34.4606, , ,20.6605,84.0643, , , ,38.5265,59.8455, , , ,68.5685,13.2149,45.0308, , ,25.2555,37.3002, , ,24.5106,72.6092,
1.5331, , , , , , , , , , , , ,1.1111, ,52.3077, , , , , , , , , , , , ,68.4211, , , ,
1.5339, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5345, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5352, , , , , , , , ,17.3913, , , ,0, , , , , , , , , , , , , , , , , , ,
1.5362, , ,5.6672,97.3279,99.1102, , ,34.4643, , ,20.6583,84.062, , , ,38.5233,59.8424, , , ,68.566,13.2129,45.028, , ,25.2529,37.297, , ,24.508,72.6064,
1.5372, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5377, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.5379, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5382, ,88.8889, , , , ,100, , , , , ,1.1111, , , , , , ,45, , , , , , , , , , , ,
1.5389, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.5395, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5404, , ,5.6654,97.3268,99.1108, , ,34.4681, , ,20.6561,84.0597, , , ,38.5201,59.8393, , , ,68.5635,13.211,45.0251, , ,25.2502,37.2938, , ,24.5054,72.6036,
1.5411, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5417, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.542, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.544, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.5443, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5457, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.5471, , , , , , , , , , , , , , , , , , , ,50, , , , , , , , , , , ,
1.5477, , , , , , , , , , , , ,0, ,50.7692, , , , , , , , , , , , , , , , ,
1.5504, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5506, , ,5.6637,97.3258,99.1115, , ,34.4718, , ,20.6539,84.0573, , , ,38.517,59.8362, , , ,68.561,13.209,45.0223, , ,25.2475,37.2906, , ,24.5028,72.6008,
1.5511, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5527, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5541, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.5542, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5548, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5557, , ,5.6619,97.3247,99.1121, , ,34.4756, , ,20.6517,84.055, , , ,38.5138,59.8331, , , ,68.5584,13.207,45.0194, , ,25.2448,37.2874, , ,24.5002,72.598,
1.5565, , ,5.6601,97.3236,99.1127, , ,34.4793, , ,20.6495,84.0527, , , ,38.5106,59.83, , , ,68.5559,13.2051,45.0166, , ,25.2421,37.2842, , ,24.4976,72.5952,
1.5567, , , , , , , , , , , , , , , , , , , , , , , , , , , ,66.6667, , , ,
1.5582, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5582, , ,5.6584,97.3225,99.1134, , ,34.483, , ,20.6473,84.0503, , , ,38.5074,59.8269, , , ,68.5534,13.2031,45.0137, , ,25.2394,37.281, , ,24.495,72.5924,
1.5589, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.559, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.5595, , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , , , ,
1.5597, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.5616, , ,5.6566,97.3215,99.114, , ,34.4868, , ,20.6451,84.048, , , ,38.5042,59.8238, , , ,68.5509,13.2011,45.0109, , ,25.2368,37.2777, , ,24.4924,72.5896,
1.5616, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.5621, , , , , , , , , , , , , , ,49.2308, , , , , , , , , , , , , , , , ,
1.5622, , , , , , , , ,15.942, , , , , , , , , , , , , , , , , , , , , , ,
1.5633, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.5647, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5663, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.5668, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5673, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.5696, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.57, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5707, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5714, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.572, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5727, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5734, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5735, , ,5.6548,97.3204,99.1146, , ,34.4905, , ,20.6429,84.0456, , , ,38.5009,59.8207, , , ,68.5483,13.1991,45.008, , ,25.234,37.2745, , ,24.4897,72.5868,
1.5767, , , , , , , , , , , , , , ,47.6923, , , , , , , , , , , , , , , , ,
1.5772, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5777, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.5795, , ,5.653,97.3193,99.1153, , ,34.4943, , ,20.6406,84.0432, , , ,38.4977,59.8175, , , ,68.5458,13.1971,45.0051, , ,25.2313,37.2712, , ,24.4871,72.5839,
1.5799, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.5805, , , , , , ,100, , , , , ,0, , , , , , , , , , , , , , ,64.9123, , , ,
1.5812, , , , , , , , , , , , ,1.1111, , , , , , ,40, , , , , , , , , , , ,
1.5819, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5825, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.583, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5835, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5841, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5845, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.586, ,88.8889, , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5871, , ,5.6512,97.3182,99.1159, , ,34.4981, , ,20.6384,84.0409, , , ,38.4944,59.8144, , , ,68.5432,13.1951,45.0022, , ,25.2285,37.2679, , ,24.4844,72.5811,
1.5881, , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , , , ,
1.5886, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.5905, , ,5.6494,97.3171,99.1165, , ,34.5019, , ,20.6362,84.0385, , , ,38.4912,59.8112, , , ,68.5406,13.1931,44.9993, , ,25.2258,37.2646, , ,24.4818,72.5782,
1.5912, , , , , , , , ,14.4928, , , , , , , , , , , , , , , , , , , , , , ,
1.5916, , , , , , , , , , , , ,0, ,46.1538, , , , , , , , , , , , , , , , ,
1.5923, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.593, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.5937, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.595, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.5968, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.5975, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.5981, , ,5.6404,97.3116,99.1197, , ,34.5209, , ,20.625,84.0266, , , ,38.4749,59.7954, , , ,68.5278,13.183,44.9848, , ,25.2121,37.2483, , ,24.4685,72.5639,
1.599, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6009, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6016, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.602, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.6022, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.6029, , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , , , ,
1.6035, ,83.3333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.6041, , ,5.6314,97.3062,99.1229, , ,34.5398, , ,20.6138,84.0147, , , ,38.4586,59.7796, , , ,68.515,13.1729,44.9703, , ,25.1984,37.2319, , ,24.4552,72.5497,
1.6041, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.6043, , , , , , , , , , , , , , , , , , , , , , , , , , , ,63.1579, , , ,
1.6048, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6058, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.6068, , , , , , , , , , , , , , ,44.6154, , , , , , , , , , , , , , , , ,
1.6075, , ,5.6225,97.3007,99.1261, , ,34.5588, , ,20.6026,84.0028, , , ,38.4424,59.7638, , , ,68.5021,13.1629,44.9558, , ,25.1848,37.2155, , ,24.4419,72.5354,
1.6079, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6086, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.61, , ,5.6135,97.2952,99.1292, , ,34.5777, , ,20.5915,83.9909, , , ,38.4261,59.748, , , ,68.4893,13.1528,44.9414, , ,25.1711,37.1991, , ,24.4286,72.5211,
1.6109, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6115, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6119, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.6126, , ,5.5687,97.2678,99.145, , ,34.6725, , ,20.5357,83.9313, , , ,38.3448,59.669, , , ,68.4252,13.1026,44.8689, , ,25.1027,37.1173, , ,24.3623,72.4497,
1.6153, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.616, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.616, , ,5.5239,97.2402,99.1606, , ,34.7672, , ,20.48,83.8716, , , ,38.2634,59.5899, , , ,68.361,13.0524,44.7966, , ,25.0344,37.0355, , ,24.296,72.3782,
1.6168, , ,5.4793,97.2124,99.1761, , ,34.8619, , ,20.4244,83.8119, , , ,38.1822,59.5109, , , ,68.2967,13.0023,44.7242, , ,24.9662,36.9538, , ,24.2297,72.3067,
1.6183, ,83.3333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.6191, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6199, , ,5.4348,97.1846,99.1914, , ,34.9567, , ,20.3688,83.7521, , , ,38.1009,59.4318, , , ,68.2322,12.9523,44.6518, , ,24.898,36.8722, , ,24.1635,72.2351,
1.6219, , ,5.3926,97.158,99.2058, , ,35.0467, , ,20.3161,83.6953, , , ,38.0237,59.3566, , , ,68.1709,12.9048,44.5831, , ,24.8332,36.7946, , ,24.1006,72.1671,
1.6224, , , , , , , , ,13.0435, , , , , ,43.0769, , , , , , , , , , , , , , , , ,
1.6227, , ,5.3505,97.1313,99.2201, , ,35.1367, , ,20.2635,83.6383, , , ,37.9465,59.2814, , , ,68.1094,12.8573,44.5144, , ,24.7685,36.7171, , ,24.0378,72.099,
1.6228, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.6235, , , , , , ,100, , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6242, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6244, , ,5.3085,97.1044,99.2343, , ,35.2267, , ,20.2109,83.5814, , , ,37.8693,59.2062, , , ,68.0477,12.81,44.4457, , ,24.7039,36.6397, , ,23.975,72.0309,
1.6254, , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , , , ,
1.6261, , ,5.2666,97.0775,99.2484, , ,35.3167, , ,20.1584,83.5243, , , ,37.7922,59.131, , , ,67.986,12.7627,44.377, , ,24.6392,36.5623, , ,23.9122,71.9627,
1.6264, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.6271, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.6279, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6285, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6291, ,88.8889, , , , , , , , , , , , , , , , , ,45, , , , , , , ,61.4035, , , ,
1.6295, , ,5.0587,96.9409,99.3166, , ,35.7665, , ,19.897,83.2383, , , ,37.4068,58.7547, , , ,67.6754,12.527,44.034, , ,24.3169,36.176, , ,23.5992,71.6212,
1.6345, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6347, ,83.3333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.6374, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.6378, , , , , , , , , , , , ,1.1111, ,41.5385, , , , , , , , , , , , , , , , ,
1.641, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6416, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6431, , ,4.8533,96.8014,99.3816, , ,36.2162, , ,19.6374,82.9508, , , ,37.022,58.378, , , ,67.362,12.2928,43.6915, , ,23.9958,35.7911, , ,23.2874,71.2788,
1.6437, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.6443, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.6447, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6465, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6465, , ,4.6505,96.6589,99.4434, , ,36.6657, , ,19.3795,82.662, , , ,36.6378,58.0009, , , ,67.0457,12.0602,43.3495, , ,23.6759,35.4075, , ,22.9767,70.9353,
1.6467, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.6471, , , , , , , , , , , , ,0, , , , , , ,40, , , , , , , , , , , ,
1.6477, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6484, , , , , , ,100, , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.6491, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6513, ,83.3333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.652, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6526, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6532, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6538, , , , , , , , , , , , , , ,40, , , , , , , , , , , , , , , , ,
1.6542, , , , , , , , , , , , , , , , , , , , , , , , , , , ,59.6491, , , ,
1.6548, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.655, , ,4.4505,96.5135,99.5019, , ,37.115, , ,19.1235,82.3719, , , ,36.2543,57.6235, , , ,66.7268,11.829,43.0081, , ,23.3572,35.0252, , ,22.6672,70.5908,
1.6556, , , , , , , , ,11.5942, , , , , , , , , , , , , , , , , , , , , , ,
1.6563, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.657, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6592, , ,4.1543,96.2889,99.584, , ,37.7918, , ,18.741,81.9321, , , ,35.6774,57.0541, , , ,66.2411,11.4836,42.4946, , ,22.8793,34.4517, , ,22.2031,70.0699,
1.6594, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.66, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.663, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6635, , ,3.8647,96.0578,99.6587, , ,38.4681, , ,18.3626,81.4894, , , ,35.1021,56.484, , , ,65.7498,11.1417,41.9825, , ,22.4044,33.8815, , ,21.7418,69.547,
1.6637, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6641, ,88.8889, , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6654, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.6659, , , , , , ,100, , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6677, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6682, ,83.3333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.6684, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6697, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.67, , , , , , , , , , , , , , ,38.4615, , , , , , , , , , , , , , , , ,
1.6711, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6717, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6728, , ,3.5819,95.8201,99.726, , ,39.1439, , ,17.9882,81.0439, , , ,34.5284,55.9133, , , ,65.2532,10.8033,41.4717, , ,21.9324,33.3146, , ,21.2833,69.022,
1.6738, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.6754, , ,3.3063,95.5759,99.7859, , ,39.8191, , ,17.6179,80.5957, , , ,33.9563,55.3421, , , ,64.7514,10.4686,40.9623, , ,21.4635,32.751, , ,20.8277,68.495,
1.6755, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6788, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6795, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , ,57.8947, , , ,
1.6801, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6805, , ,3.0545,95.3408,99.8354, , ,40.4526, , ,17.274,80.1725, , , ,33.4208,54.8053, , , ,64.276,10.1576,40.4854, , ,21.026,32.2251, , ,20.4027,67.9986,
1.6809, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6816, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6826, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.6832, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6839, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6845, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6852, ,83.3333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.6856, , ,2.8095,95.1001,99.8784, , ,41.0856, , ,16.9336,79.747, , , ,32.887,54.2683, , , ,63.7966,9.8499,40.0098, , ,20.5913,31.7023, , ,19.9802,67.5005,
1.6862, , , , , , ,99, , , , , ,2.2222, ,36.9231, , , , , , , , , , , , , , , , ,
1.6869, , , , , , ,100, , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6889, , ,2.5718,94.8538,99.915, , ,41.7181, , ,16.5968,79.3194, , , ,32.3548,53.7309, , , ,63.3134,9.5455,39.5355, , ,20.1594,31.1826, , ,19.5605,67.0009,
1.6903, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.691, , , , , , ,100, , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6915, , ,2.3417,94.602,99.945, , ,42.35, , ,16.2636,78.8896, , , ,31.8245,53.1933, , , ,62.8268,9.2445,39.0627, , ,19.7304,30.6661, , ,19.1436,66.4998,
1.6917, , , , , , , , ,10.1449, , , , , , , , , , , , , , , , , , , , , , ,
1.6924, , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , , , ,
1.6932, , ,2.1317,94.3591,99.9674, , ,42.9462, , ,15.9523,78.4819, , , ,31.3253,52.6853, , , ,62.3641,8.9633,38.6173, , ,19.3279,30.1813, , ,18.7524,66.0253,
1.6945, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.695, , , , , , ,100, , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6957, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.6974, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.6974, , ,1.9291,94.1114,99.9841, , ,43.542, , ,15.6441,78.0723, , , ,30.8278,52.1773, , , ,61.8986,8.6852,38.1733, , ,18.9281,29.6995, , ,18.3638,65.5496,
1.6994, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7009, ,88.8889, , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7016, ,83.3333, , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7021, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7029, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7032, , , , , , , , , , , , , , ,35.3846, , , , , , , , , , , , , , , , ,
