Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data,
0.1606, , , , , , , , , , , , ,54.4444, , , , , , , , , , , , , , , , , , ,
0.1622, , , , , , , , , ,53.5714, , ,53.3333, , , , , , , , , , , , , , , , , , ,
0.1625, , , , , , ,31, ,21.7391, , , , , , , , , , , , , , , , , , , ,33.9623, , ,
0.1628, , , , , , , , , , , , ,54.4444,36.7647, , , , , , , , , , , , , , , , , ,
0.163, , ,99.5826,11.1214,1.1649, , ,57.28, , ,73.5477,14.2122, , , ,79.1005,55.9791, , , ,36.2679,99.6258,72.1757, , ,91.1392,78.6175, , ,91.8059,40.726,
0.1632, , , , , , , , , , , , , , , , , , , , , , , ,52.9412, , , , , , , ,
0.1643, , , , , ,89.3617, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.165, , , , , ,90.4255, , , , , , , , , , , , , , , , , , , , , , ,35.8491, , ,
0.1652, , , , , , , , , , , , , ,35.2941, , , , , , , , , , , , , , , , , ,
0.1656, , , , , , , , , , , , ,54.4444, , , , , , , , , , , , , , , , , , ,
0.1663, ,83.3333, , , ,89.3617,30, , , , , , , , , , , , , , , , , , , , ,5.2632, , , ,
0.1671, , , , , ,90.4255, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.1672, , ,99.4765,11.4906,1.2885, , ,56.8364, , ,74.3128,14.6728, , , ,79.6268,56.6167, , , ,36.952,99.7089,72.7957, , ,91.5284,79.1444, , ,92.1964,41.3566,
0.168, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.1684, , , , , ,89.3617, , , , , , , ,36.7647, , , , , , , , , , , , , , , , , ,
0.1691, , , , , , , , , ,54.7619, , , , , , , , , , , , , , , , , , , , , ,
0.1697, , , , , , , , , ,53.5714, , , , ,9.2308, , , , , , , , , , , , , , , , ,
0.17, , , , , , , , , , , , ,55.5556, , , , , , , , , , , , , , , , , , ,
0.1705, , , , , , , , ,23.1884, , , , , , , , , , , , , , , , , , , , , , ,
0.1709, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , ,
0.1711, , , , , , , , , ,54.7619, , , , , , , , , , , , , , ,10, , , , , , ,
0.1714, , ,99.36,11.8658,1.4185, , ,56.3915, , ,75.0726,15.1414, , , ,80.1481,57.2545, , , ,37.6411,99.7816,73.4122, , ,91.9094,79.6668, , ,92.5779,41.9899,
0.1718, , , , , , , , , , , , , , , , , ,64.7059, , , , , , ,0, , , , , , ,
0.172, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.7358, , ,
0.1733, , , , , , , , , ,55.9524, , , , , , , , , , , , , , , , , , , , , ,
0.174, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
0.1744, , , , , , , , , , , , , ,38.2353, , , , , , , , , , , , , , , , , ,
0.1746, , , , , , , , ,21.7391, , , , , , , , , , , , , , , , , , , , , , ,
0.1748, , , , , , , , , ,55.9524, , , , , , , , , , , , , , , , , , , , , ,
0.1751, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.1752, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , ,
0.1754, , , , , , , , , ,54.7619, , , , , , , , , , , , , , , , , , , , , ,
0.1758, , , , , , , , , , , , ,55.5556, , , , , , , , , , , , , , , , , , ,
0.1765, , , , , , , , , , , , ,56.6667, , , , , , , , , , , , , , , , , , ,
0.177, , , , , ,89.3617, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.1774, , ,99.2497,12.1995,1.5377, , ,56.0004, , ,75.734,15.5588, , , ,80.6011,57.8137, , , ,38.2494,99.8368,73.9497, , ,92.2368,80.1209, , ,92.905,42.5472,
0.1774, , , , , , , , , ,55.9524, , , , , , , , , , , , , , , , , , , , , ,
0.1777, , , , , , , , , , , , , , , , , , , , , , , ,58.8235, , , , , , , ,
0.1784, , , , , , , , ,23.1884, , , , , , , , , , , , , , , , , , , , , , ,
0.1791, , , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , ,39.6226, , ,
0.1795, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , ,
0.1798, , , , , ,89.3617, , , , , , , , ,10.7692, , , , , , , , , , , , , , , , ,
0.1804, , , , , , , , , , , , ,55.5556, , , , , , , , , , , , , , , , , , ,
0.1812, , , , , , , , , , , , ,57.7778, , , , , , , , , , , , , , , , , , ,
0.1813, , , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.1815, , , , , , , , , , , , , , ,9.2308, , ,76.4706, , , , , , , , , , , , , ,
0.1819, , , , , , , , , ,57.1429, , ,56.6667, , , , , , , , , , ,52.9412, , , , , , , ,
0.182, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.1825, , , , , ,89.3617, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.1831, , , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.1833, , ,99.1323,12.5377,1.6618, , ,55.6083, , ,76.3908,15.9822, , , ,81.0501,58.3727, , , ,38.8613,99.8839,74.4843, , ,92.5577,80.5712, , ,93.225,43.1063,
0.1835, , , , , , ,26, , , , , ,57.7778, , , , , , , , , , , , , , , , , , ,
0.184, , , , , , , , , ,55.9524, , ,56.6667, , , , , , , , , , , , , , , , , , ,
0.1852, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.7358, , ,
0.1858, , , , , , , , , , , , ,57.7778,39.7059, , , , , , , , , , , , , , , , , ,
0.1859, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39.6226, , ,
0.1861, , , , , , , , ,24.6377,57.1429, , , , , , , , , , , , , , , , , , , , , ,
0.1865, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.0175, , , ,
0.1867, , ,99.0081,12.8803,1.7908, , ,55.2154, , ,77.0425,16.4117, , , ,81.495,58.9315, , , ,39.4768,99.923,75.0158, , ,92.8721,81.0176, , ,93.5379,43.6673,
0.1879, , , , , , ,25, , ,58.3333, , ,57.7778, , , , ,76.4706, , , , , , , , , , , , , ,
0.1887, , , , , , , , , ,57.1429, , , , , , , , , , , , , , , , , , , , , ,
0.1893, , ,98.8773,13.2273,1.9246, , ,54.8215, , ,77.6889,16.8472, , , ,81.9356,59.49, , , ,40.0957,99.9541,75.5441, , ,93.18,81.46, , ,93.8435,44.2299,
0.1896, , , , , , , , , , , , , , ,10.7692, , , , , , , , , , , , , , , , ,
0.19, , , , , , , , , ,58.3333, , ,57.7778, , , , , , , , , , , , , , , , , , ,
0.1909, , , , , , , , , , , , , ,41.1765, , , , , , , , , , , , , , , , , ,
0.1916, , , , , , , , , , , , , , , , , , , , , , , ,58.8235,10, , , , , , ,
0.192, , , , , ,87.234, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.1923, , , , , , ,24, , ,59.5238, , ,58.8889, , , , , , , , , , , , , , , , , , ,
0.1926, , , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.193, , , , , , , , , ,57.1429, , , ,39.7059, , , ,70.5882, , , , , , , , , , , , , ,
0.1931, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41.5094, , ,
0.1935, , , , , , , , ,26.087, , , , , , , , , , , , , , , , , , , , , , ,
0.1937, , , , , , , , , ,58.3333, , , , , , , , , , , , , , , , , , , , , ,
0.1938, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , ,
0.194, , , , , ,87.234, , ,24.6377, , , , , , , , , , , , , , , , , , , , , , ,
0.1942, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.2632, , , ,
0.1946, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , ,
0.1952, , ,98.7512,13.5517,2.0525, , ,54.4571, , ,78.2809,17.2546, , , ,82.3387,60.0053, , , ,40.6701,99.9757,76.0289, , ,93.4583,81.8648, , ,94.1192,44.7507,
0.1963, , , , , , ,23, , ,59.5238, , , , , , , , , , , , , , , , , , , , , ,
0.1967, , , , , , , , , , , , , ,41.1765, , , , , , , , , , , , , , ,39.6226, , ,
0.1977, , , , , , , , , , , , ,60, , , , , , , , , , , , , , , , , , ,
0.1982, ,83.3333, , , , , , , , , , ,58.8889, , , , , , , , , , , , , , , , , , ,
0.1987, ,88.8889, , , , , , , , , , ,60, ,12.3077, , , , , , , , , , , , , , , , ,
0.1998, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41.5094, , ,
0.2001, , , , , ,86.1702, , ,26.087,60.7143, , , , , , , , , , , , , , , , , , , , , ,
0.2007, , , , , , ,22, , , , , ,60, , , , , , , , , , , , , , , , , , ,
0.2013, , , , , ,87.234, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2017, , , , , , , , , ,60.7143, , , , , , , , , , , , , , , , , , , , , ,
0.202, , , , , ,86.1702, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2022, , , , , , , , , ,59.5238, , , , , , , , , , , , , , , , , , , , , ,
0.2027, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.2037, , , , , , , , , , , , ,61.1111, , , , , , , , , , , , , , , , , , ,
0.2037, , ,98.62,13.8797,2.1846, , ,54.0919, , ,78.8679,17.6671, , , ,82.7381,60.5202, , , ,41.2474,99.9905,76.5107, , ,93.7309,82.266, , ,94.3886,45.2729,
0.2044, , , , , , , , , ,60.7143, , ,60, , , , , , , , , , , , , , , , , , ,
0.2045, , , , , , , , , , , , , , ,10.7692, , , , , , , , , , , , , , , , ,
0.2049, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2056, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.0175, , , ,
0.2058, , , , , , , , , , , , ,61.1111,39.7059, , , , , , , , , , , , , , , , , ,
0.2062, , , , , , , , , ,61.9048, , , , , , , , , , , , , , , , , , , , , ,
0.2065, , , , , , , , , , , , ,60, , , , , , , , , , ,52.9412, , , , , , , ,
0.2068, , , , , , , , , ,60.7143, , , , , , , , , , , , , , , , , , , , , ,
0.2075, , , , , , , , ,27.5362,61.9048, , , ,41.1765, , , , , , , , , , , , , , , , , ,
0.2078, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , ,
0.208, , , , , , , , , , , , ,62.2222, ,12.3077, , , , , , , , , , , , , , , , ,
0.2086, , , , , , , , , , , , ,61.1111, , , , , , , , , , , , , , , , , , ,
0.2091, , , , , ,85.1064,20, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2096, , ,98.484,14.2115,2.3208, , ,53.726, , ,79.4498,18.0847, , , ,83.1337,61.0345, , , ,41.8273,99.9986,76.9895, , ,93.9978,82.6635, , ,94.6517,45.7962,
0.2098, , , , , ,86.1702, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2102, , , , , , , , , , , , ,61.1111, , , , , , , , , , , , , , , , , , ,
0.2108, , , , , ,85.1064, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2114, , , , , , , , , ,61.9048, , , , , , , , , , , , , , , , , , , , , ,
0.2123, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.2129, , , , , , , , , , , , , ,42.6471, , , , , , , , , , ,10, , , ,43.3962, , ,
0.2133, , , , , , , , ,26.087, , , , , , , , , , , , , , , , , , , , , , ,
0.2135, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2139, , , , , , , , ,27.5362,63.0952, , , , , , , , , , , , , , , , , , , , , ,
0.2139, , ,98.3435,14.547,2.4612, , ,53.3594, , ,80.0264,18.5073, , , ,83.5255,61.5482, , , ,42.4098,100,77.4651, , ,94.2589,83.0573, , ,94.9084,46.3207,
0.2141, , , , , , , , , , , , ,63.3333, , , , ,76.4706, , , , , , , , , , , , , ,
0.2143, , , , , , , , , , , , ,62.2222, , , , , , , , , , , , , , , , , , ,
0.2159, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , ,
0.2169, , , , , , , , , , , , , , ,13.8462, , , , ,0, , , , , , , , , , , ,
0.2174, , , , , , ,18, , ,63.0952, , , , , , , , , ,5, , , ,58.8235, , , , , , , ,
0.2179, , , , , ,84.0426, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2187, , , , , ,85.1064, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2192, , , , , , , , , , , , ,63.3333, , , , , , , , , , , , , , , , , , ,
0.2193, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.283, , ,
0.22, , , , , ,84.0426, , , , , , , , , , , ,82.3529, , , , , , , , , , , , , ,
0.2206, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , ,
0.221, , , , , , , , ,28.9855, , , , , , , , , , , , , , , , , , , , , , ,
0.2214, , , , , , , , , ,64.2857, , , , , , , , , , , , , , , , , , , , , ,
0.222, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , ,
0.223, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.7719, , , ,
0.2231, , , , , , , , , , , , , ,44.1176, , , , , , , , , , , , , , , , , ,
0.2237, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2245, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3962, , ,
0.2248, , , , , ,82.9787, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2252, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.283, , ,
0.2254, , , , , ,84.0426, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2256, , , , , , , , , , , , , , ,13.8462, , , , , , , , , , , , , , , , ,
0.2259, , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , ,
0.2261, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2266, , , , , , , , , , , , , , , , , ,82.3529, , , , , , , , , , , , , ,
0.2271, , , , , ,82.9787, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2272, , , , , , , , , , , , ,62.2222, , , , , , , , , , , , , , , , , , ,
0.2278, , , , , , , , ,30.4348, , , ,63.3333, , , , , , , , , , , , , , , , , , ,
0.2281, , , , , , , , , , , , , ,45.5882, , , , , , , , , ,52.9412, , , , , , , ,
0.2283, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2284, , , , , , , , , , , , ,62.2222, , , , , , , , , , , , , , , , , , ,
0.2288, , , , , , , , , , , , , ,44.1176, , , , , , , , , , , , , , , , , ,
0.2292, , ,98.2037,14.8742,2.6007, , ,53.0048, , ,80.5777,18.92, , , ,83.9,62.0433, , , ,42.9743,99.9951,77.9211, , ,94.5054,83.4337, , ,95.1502,46.8279,
0.2294, , , , , , , , , ,65.4762, , , , , , , , , , , , , , , , , , , , , ,
0.2299, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , ,
0.2303, , , , , , , , , , , , ,63.3333, , , , , , , , , , ,58.8235, , , , , , , ,
0.2306, , , , , , ,15, ,28.9855, , , , , , , , , , , , , , , , , , , , , , ,
0.2312, , , , , , , , , ,65.4762, , , , , , , , , , , , , , , , , , , , , ,
0.2314, , , , , ,81.9149, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2321, , , , , ,82.9787, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2326, , , , , , , , , , , , , , , , , ,82.3529, , , , , , , , , , , , , ,
0.2333, , , , , , , , , , , , , ,45.5882, , , , , , , , , , , , , , , , , ,
0.2338, , , , , ,81.9149, , , , , , , , ,15.3846, , , , , , , , , , , , , , , , ,
0.2345, , , , , , ,14, ,30.4348, , , , , , , , , , , , , , , , , , , , , , ,
0.2351, , ,98.0601,15.2049,2.744, , ,52.6496, , ,81.1237,19.3372, , , ,84.2707,62.5378, , , ,43.5412,99.984,78.374, , ,94.7465,83.8065, , ,95.386,47.336,
0.2354, , , , , ,82.9787, , , , , , , , , , , , ,60, , , , , , , , , , , , ,
0.2354, , , , , ,81.9149, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2361, , , , , , , , , , , , ,63.3333, , , , , , , , , , , , , , , , , , ,
0.2364, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , ,
0.2371, , , , , , , , , ,66.6667, , , , , , , , , , , , , , , , , , , , , ,
0.2382, , , , , ,80.8511, , , , , , , ,47.0588, , , , , , , , , , , , , , , , , ,
0.2384, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.1698, , ,
0.2386, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , ,
0.239, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2392, , , , , ,81.9149, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2399, , , , , ,80.8511, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2407, , , , , , , , , , , , ,63.3333, , , , , , , , , , , , , , , , , , ,
0.2409, , , , , , , , ,31.8841, , , , ,45.5882, , , , , , , , , , , , , , , , , ,
0.2413, , , , , , , , , , , , ,65.5556, , , , , , , , , , , , , , , , , , ,
0.242, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , ,
0.2422, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.283, , ,
0.2423, , , , , , , , , , , , , , ,16.9231, , , , , , , , , , , , , , , , ,
0.2427, , , , , , , , , ,66.6667, , , , , , , , , , , , , ,64.7059, , , , , , , ,
0.2431, , , , , , , , , , , , , ,47.0588, , , , , , , , , , , , , , , , , ,
0.2433, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2438, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , ,
0.2444, , , , , , , , , ,67.8571, , , , , , , , , , , , , , , , , , ,47.1698, , ,
0.2448, , , , , ,79.7872, , , , , , , , , , , ,88.2353, , , , , , , , , , , , , ,
0.2457, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , ,
0.2464, , , , , , , , , ,67.8571, , ,65.5556, , , , , , , , , , , , , , , , , , ,
0.2469, , , , , , , , , , , , , , , , , ,82.3529, ,5, , , , , , , , , , , ,
0.2476, ,94.4444, , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2478, , , , , , , , , , , , , ,48.5294,15.3846, , , , , , , , , , , , , , , , ,
0.2482, , , , , , , , , ,67.8571, , , , , , , , , , , , , , , , , , , , , ,
0.2487, , ,97.9127,15.5389,2.8913, , ,52.2938, , ,81.6642,19.7591, , , ,84.6378,63.0314, , , ,44.1102,99.9669,78.8236, , ,94.9821,84.1756, , ,95.6158,47.845,
0.2491, , , , , , , , , , , , , , , , , , , , , , , ,58.8235, , , , , , , ,
0.2498, , , , , ,78.7234, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2501, , , , , , , , , ,69.0476, , , , ,16.9231, , , , , , , , , , , , , , , , ,
0.2505, , , , , ,79.7872, , , ,67.8571, , , , , , , , , , , , , , , , , , ,49.0566, , ,
0.2515, , , , , , , , , , , , , ,47.0588, , , , , , , , , , , , , , , , , ,
0.2518, , , , , , ,10, , ,69.0476, , , , , , , , , , , , , , ,10, , , , , , ,
0.252, , , , , ,78.7234, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2524, , , , , , , , , , , , ,66.6667, , , , , , , , , , , , , , , , , , ,
0.2529, , , , , , , , , , , , , ,48.5294, , , , , , , , , , , , , , , , , ,
0.2534, , , , , , , , ,33.3333, , , , , , , , , , , , , , , , , , , , , , ,
0.2537, , , , , , , , , ,69.0476, , , , , , , , , , , , , , ,0, , , , , , ,
0.2544, , , , , ,77.6596, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2546, , ,97.7617,15.8763,3.0424, , ,51.9373, , ,82.1991,20.1856, , , ,85.0011,63.5242, , , ,44.6812,99.9438,79.27, , ,95.2123,84.5409, , ,95.8396,48.3548,
0.2549, , , , , , , , , , , , , , , , , , , , , , , ,64.7059, , , , , , , ,
0.2551, , , , , ,78.7234, , , , , , , , , , , ,76.4706, , , , , , , , , , , , , ,
0.2556, , , , , , , , , ,69.0476, , , , , , , , , , , , , , , , , ,10.5263, , , ,
0.2562, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2565, , , , , , , , , , , , ,66.6667, , , , , , , , , , , , , , , ,50.9434, , ,
0.2568, , , , , ,77.6596, , , , , , , , , , , ,82.3529, , , , , , , , , , , , , ,
0.2573, , , , , , , , , ,69.0476, , , , , , , , , , , , , , , , , , , , , ,
0.2575, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2576, , , , , , , , , , , , , ,50,18.4615, , , , , , , , , , , , , , , , ,
0.2579, , , , , , , , , , , , ,66.6667, , , , , , , , , , , , , , , , , , ,
0.258, , ,97.6092,16.2127,3.1954, , ,51.5847, , ,82.7215,20.6111, , , ,85.3561,64.0097, , , ,45.247,99.9151,79.7074, , ,95.4341,84.8979, , ,96.0547,48.8588,
0.2587, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49.0566, , ,
0.2592, , , , , ,76.5957, , , ,70.2381, , , , , , , , , , , , , , , , , , , , , ,
0.2594, , , , , , , , , , , , ,67.7778, , , , , , , , , , , , , , , , , , ,
0.2597, , , , , , , , ,34.7826, , , , , , , , , , , , , , , , , , , , , , ,
0.2598, , , , , ,77.6596, , , , , , ,66.6667, , , , , , ,10, , , , , , , , , , , ,
0.2603, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2616, , , , , ,76.5957, , , , , , ,67.7778, , , , , , , , , , , , , , , , , , ,
0.2618, , , , , , , , , , , , , ,48.5294, , , , , , , , , , , , , , , , , ,
0.2624, , , , , , , , , , , , ,66.6667, , , , , , , , , , , , , , , , , , ,
0.2626, , , , , , , , , , , , , ,50, , , , , , , , , , , , , , , , , ,
0.2628, , , , , , , , ,33.3333,70.2381, , ,67.7778, , , , , , , , , , , , , , , , , , ,
0.2634, , , , , , , , , , , , ,68.8889, , , , , , , , , , , , , , , , , , ,
0.264, , , , , ,75.5319, , , , , , ,67.7778, , , , , , , , , , , , , , , , , , ,
0.2647, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2648, , ,97.4534,16.5524,3.3522, , ,51.2315, , ,83.2381,21.041, , , ,85.7073,64.4943, , , ,45.8146,99.8808,80.1415, , ,95.6507,85.2511, , ,96.264,49.3634,
0.2654, , , , , , , , , , , , , , ,20, , , , , , , , , , , , , , , , ,
0.2656, , , , , ,76.5957, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2658, , , , , , , , ,34.7826, , , , , , , , , , , , , , , , , , , , , , ,
0.2661, , , , , ,75.5319, , , ,71.4286, , , , , , , , , , , , , , , , , , , , , ,
0.2667, , , , , , , , , , , , , , , , , , , , , , , ,70.5882, , , , , , , ,
0.2673, , , , , , , , , , , , , ,51.4706, , , , , , , , , , , , , , , , , ,
0.2678, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , ,
0.2682, , , , , , , , , , , , ,68.8889, ,18.4615, , ,88.2353, , , , , ,64.7059, , , , ,50.9434, , ,
0.2686, , , , , ,74.4681,6, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2693, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , ,
0.2704, , , , , , , , , , , , , , , , , ,82.3529, , , , , , , , , , , , , ,
0.2707, ,94.4444, , , , , , , , , , , ,50, , , , , , , , , , , , , , , , , ,
0.2711, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.2807, , , ,
0.2714, , , , , , , , , , , , , ,48.5294, , , , , , , , , , , , , , , , , ,
0.2718, , , , , , , , ,36.2319, , , , , , , , , , , , , , , , , , , , , , ,
0.2721, , , , , , , , , , , , ,68.8889,50, , , , , , , , , , , , , , , , , ,
0.2728, , , , , , ,5, , , , , , , ,20, , , , , , , , , , , , , , , , ,
0.2735, , , , , , , , , ,72.619, , , , , , , , , , , , , , , , , , , , , ,
0.2738, , , , , ,73.4043, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2741, , , , , , , , , , , , , , , , , ,88.2353, , , , , , , , , , , , , ,
0.275, , ,97.2946,16.8952,3.5128, , ,50.8777, , ,83.7489,21.4753, , , ,86.0548,64.9778, , , ,46.384,99.8408,80.5721, , ,95.8618,85.6005, , ,96.4673,49.8686,
0.275, , , , , , , , , , , , ,70, , , , , , , , , , , , , , , , , , ,
0.2757, , , , , , , , , , , , ,68.8889, , , , , , , , , , , , , , , , , , ,
0.2764, , , , , ,72.3404, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2768, , , , , , , , , ,72.619, , , ,51.4706, , , , , , , , , , , , , , , , , ,
0.277, , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,
0.2772, , , , , , ,4, , , , , ,68.8889, , , , , , , , , , , , , , , , , , ,
0.278, , , , , , , , , , , , , , , , , ,82.3529, , , , , , , , , , , , , ,
0.2784, , , , , , , , , , , , , , , , , , , , , , , ,70.5882, , , , , , , ,
0.2789, , , , , ,71.2766, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2795, , , , , , , , , , , , ,70, , , , , , , , , , , , , , , , , , ,
0.2798, , , , , , , , , , , , , , , , , ,88.2353, , , , , , , , , , , , , ,
0.28, , , , , ,72.3404, , , ,73.8095, , , , ,21.5385, , , , , , , , , , , , , ,52.8302, , ,
0.2801, , ,97.1326,17.2412,3.6772, , ,50.5233, , ,84.2535,21.9139, , , ,86.3984,65.4602, , , ,46.955,99.7953,80.9992, , ,96.0676,85.946, , ,96.6649,50.3744,
0.2814, , , , , ,71.2766, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.2817, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,
0.2823, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.5263, , , ,
0.2835, , , , , , , , ,37.6812, , , , , , , , , , , , , , , , , , , , , , ,
0.2838, , , , , ,70.2128, , , , , , , , , , , , , , , , , , ,10, , , , , , ,
0.2854, , , , , , , , , , , , ,70, , , , , , , , , , , , , , , , , , ,
0.2858, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , ,
0.2859, ,88.8889, , , , ,2, , , , , ,71.1111,52.9412, , , , , , , , , , , , , ,12.2807,54.717, , ,
0.2862, , , , , , , , , , , , , , , , , , , , , , , ,64.7059, , , , , , , ,
0.2869, , , , , ,69.1489, , , ,75, , , , , , , , , , , , , , , , , , , , , ,
0.2876, , , , , , , , , ,73.8095, , , , , , , , , , , , , , , , , , , , , ,
0.2883, , , , , , , , , ,75, , , , , , , , , , , , , , , , , , , , , ,
0.2894, , , , , , , , ,39.1304, , , , , , , , , , , , , , , , , , , ,52.8302, , ,
