Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data
349.3286835221, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
349.391455972, , , , , , , , ,79.7101, , , , ,88.2353, , , , , , , , , , , , , , , , , 
349.5170008717, , ,85.0686,39.6174,17.8031, , ,30.9289, , ,99.8266,50.266, , , ,98.6673,87.926, , , ,77.1315,91.0702,97.3107, , ,99.5387,98.3112, , ,99.1787,76.427
349.7680906712, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
350.33304272, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,88.6792, , 
350.5841325195, , , , , , , , ,78.2609, , , , , , , , , , , , , , , , , , , , , , 
350.9607672187, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , 
351.0863121184, , , , , ,13.8298, , , , , , , ,86.7647, , , , , , , , , , , , , , , , , 
351.4001743678, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , 
351.5257192675, , , , , , , , , , , , , ,88.2353, , , , , , , , , , , , , , ,86.7925, , 
351.9651264166, , , , , , , , , ,98.8095, , , ,86.7647, , , , , , , , , ,100, , , , , , , 
352.1534437662, , ,84.7217,40.1967,18.2414, , ,30.47, , ,99.8882,50.9847, , , ,98.7996,88.3308, , , ,77.7478,90.7578,97.5141, , ,99.4553,98.452, , ,99.0674,76.9628
352.2162162161, , , , , , , , ,79.7101, , , , , , , , , , , , , , , , , , , , , , 
352.4045335657, , , , , , , , , ,100, , , , , , , , , , , , , ,94.1176,20, , , , , , 
352.5300784654, , , , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , 
352.8439407148, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , 
352.9694856145, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , ,88.6792, , 
353.220575414, , ,84.3717,40.7779,18.6843, , ,30.0107, , ,99.9363,51.7042, , , ,98.925,88.7294, , , ,78.3579,90.4415,97.7094, , ,99.3652,98.5866, , ,98.9494,77.4943
353.3461203137, , ,84.0187,41.3607,19.1317, , ,29.5513, , ,99.9709,52.4242, , , ,99.0435,89.1218, , , ,78.9616,90.1211,97.8967, , ,99.2684,98.7149, , ,98.8246,78.0214
353.4088927636, , , , , , , , , ,98.8095, , ,96.6667, , , , , , , , , , , , , , , , , , 
353.4716652135, , , , , , , , , , , , , , ,73.8462, , , , , , , , , , , , , , , , 
353.8482999127, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
353.9110723626, , , , , , , , , , , , , ,88.2353, , , , , , , , , , , , , , , , , 
354.2877070618, ,94.4444, , , , , , , ,98.8095, , ,97.7778, , , , , , , , , , , , , , , , , , 
354.7271142109, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
355.1037489101, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , 
355.1665213599, , , , , , , , , ,98.8095, , , ,86.7647, , , ,70.5882, , , , , , , , , , , , , 
355.605928509, , , , , , , , , ,100, , , ,88.2353, , , ,76.4706, , , , , , , , , , ,90.566, , 
356.0453356581, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , ,88.6792, , 
356.2336530077, , , , , , , , , , , , , , ,75.3846, , , , , , , , , , , , , , , , 
356.4847428072, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,86.7925, , 
356.6730601568, , , , , , , , , , , , , , , , , , , , , , , , , , , ,43.8596, , , 
356.8613775064, , , , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , 
356.9241499563, , ,83.6549,41.9579,19.5934, , ,29.0817, , ,99.9924,53.1601, , , ,99.1574,89.5163, , , ,79.5717,89.7898,98.0797, , ,99.1625,98.8396, , ,98.6903,78.5552
357.049694856, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , 
357.3007846555, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , 
357.4891020051, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , 
357.6774193547, , , , , , , , ,81.1594, , , , , , , , , , , , , , , , , , , , , , 
357.9285091542, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , 
357.991281604, , ,83.2879,42.5567,20.0597, , ,28.6118, , ,100,53.8963, , , ,99.2641,89.9041, , , ,80.1747,89.4544,98.2543, , ,99.0498,98.9578, , ,98.549,79.0842
358.0540540539, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
358.1168265038, , , , , , , , , , , , , , ,73.8462, , , , , , , , , , , , , ,88.6792, , 
358.4306887531, ,100, , , , , , , ,100, , , , , , , , , , , , , ,94.1176, , , , , , , 
358.5562336529, , , , , , , , , , , , , , ,75.3846, , , , , , , , , , , , , , , , 
359.1211857017, , , , , ,12.766, , , , , , , , , , , , , , , , , , , , , , , , , 
359.4978204009, , , , , , , , ,79.7101,98.8095, , , , , , , , , , , , , , , , , , , , , 
359.8116826503, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , 
359.93722755, , , , , , , , ,81.1594,100, , , , , , , , , , , , , , ,20, , , , , , 
360.1255448996, , , , , , , , , , , , , ,89.7059, , , , , , , , , , , , , , , , , 
360.3766346991, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
360.5649520487, , , , , , , , , , , , , ,88.2353, , , , , , , , , , , , , , , , , 
360.7532693983, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , 
360.8160418482, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
361.1926765474, , , , , , , , , ,98.8095, , ,98.8889, , , , , , , , , , , , , , , , , , 
361.4437663469, , , , , , , , , , , , , , ,76.9231, , , , , , , , , , , , , , , , 
361.6320836965, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
362.0714908455, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , 
362.1342632954, , , , , , , , , , , , , ,89.7059, , , , , , , , , , , , , , , , , 
362.1970357453, , , , , , , , , , , , ,97.7778, , , , , , , , , , ,100, , , ,45.614, , , 
362.5736704445, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , 
363.0130775936, , , , , , , , ,82.6087, , , ,97.7778, , , , , , , , , , , , , , , , , , 
363.2013949432, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
363.3269398429, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90.566, , 
364.0174367915, , , , , , , , ,81.1594, , , , , , , , , , , , , , , , , , , , , , 
364.2057541411, , , , , , , , , ,98.8095, , , , , , , , , , , , , ,94.1176, , , , , , , 
364.268526591, , , , , , , , , , , , , , ,78.4615, , , , , , , , , , , , , , , , 
364.3312990408, , , , , , , , , , , , ,98.8889, , , , ,64.7059, , , , , , , , , , , , , 
364.6451612902, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
365.3984306886, , , , , , , , , , , , , , ,76.9231, , , , , , , , , , , , , , , , 
365.5867480382, , , , , , , , ,82.6087, , , , , , , , ,70.5882, , , , , , , , , , , , , 
366.0261551873, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , 
366.2144725369, , , , , , , , , , , , , ,91.1765, , , , , , , , , , , , , , , , , 
366.4655623364, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
366.5283347863, , ,82.9177,43.157,20.5306, , ,28.1418, , ,99.9937,54.6324, , , ,99.3637,90.2853, , , ,80.7706,89.115,98.4205, , ,98.9301,99.0695, , ,98.401,79.6082
366.5911072361, , , , , , , , , , , , ,97.7778,89.7059, , , ,64.7059, , , , , , , , , , , , , 
366.9049694855, , , , , , , , , ,100, , , , ,78.4615, , , , , , , , , , , , , , , , 
367.0305143852, ,94.4444, , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , 
367.2816041847, , , , , , , , , ,98.8095, , , , , , , , , , , , , ,100,20, , , , , , 
367.4699215343, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , 
367.595466434, , ,82.5444,43.7587,21.006, , ,27.6716, , ,99.9737,55.3683, , , ,99.4559,90.6598, , , ,81.3593,88.7717,98.5783, , ,98.8037,99.1749, , ,98.2462,80.1273
367.7210113338, , , , , , , , , ,100, , , , , , , , , , , , , , , , , ,47.3684, , , 
367.7837837836, , , , , ,11.7021, , , , , , , , , , , , , , , , , , , , , , ,88.6792, , 
367.9093286834, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , 
368.1604184829, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , 
368.2231909327, , , , , , , , , , , , , ,91.1765, , , , , , , , , , , , , , ,90.566, , 
368.5998256319, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , 
368.9764603312, , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.614, , , 
369.2275501306, , ,82.159,44.3759,21.4972, , ,27.1902, , ,99.939,56.1211, , , ,99.5429,91.036, , , ,81.954,88.4163,98.7311, , ,98.6672,99.276, , ,98.0807,80.6533
369.4158674802, , , , , , , , , ,98.8095, , ,96.6667, ,80, , , , , , , , , , , , , , , , 
369.6041848299, , , , , , , , , , , , , ,89.7059, , , , , , , , , ,94.1176, , , , , , , 
369.8552746293, , , , , , , , , ,100, , ,97.7778, , , , , , , , , , , , , , , , , , 
370.0435919789, , , , , , , , , , , , , ,91.1765, , , , , , , , , , , , , , , , , 
370.2946817784, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , ,88.6792, , 
370.6713164776, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , ,90.566, , 
370.8596338272, , , , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , 
371.0479511768, , , , , , , , ,84.058, , , , , , , , , , , , , , , , , , , , , , 
371.2990409763, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , 
371.3618134262, , ,81.7704,44.9945,21.9929, , ,26.7086, , ,99.89,56.8733, , , ,99.6223,91.4051, , , ,82.5408,88.0568,98.8751, , ,98.5236,99.3705, , ,97.9083,81.1738
371.6756756755, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , 
372.1778552745, , , , , , , , , , , , , ,91.1765, , , , , , , , , , , , , , , , , 
372.428945074, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , 
372.5544899737, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
372.8055797732, , , , , , , , ,82.6087, , , , , , , , , , , , , , , , , , , , , , 
372.868352223, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
373.1822144724, , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.3684, , , 
373.3077593721, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
373.6843940713, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,92.4528, , 
373.8099389711, , , , , , , , ,84.058,100, , , , , , , , , , , , , , , , , , , , , 
374.2493461202, ,100, , , , , , , ,98.8095, , , ,92.6471, , , , , , , , , , , , , , , , , 
374.5004359196, , , , , , , , , , , , , , , , , , , , , , , , ,30, , , , , , 
374.6887532693, , , , , , , , , ,100, , , ,91.1765,81.5385, , , , , , , , , , , , , , , , 
374.814298169, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , ,90.566, , 
375.1281604183, , , , , , , , , ,98.8095, , , ,89.7059, , , , , , , , , , , , , , , , , 
375.1909328682, , , , , , , , , , , , ,98.8889, , , , , , , , , , ,94.1176, , , , , , , 
375.5047951176, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
375.5675675674, , ,81.3785,45.6142,22.4932, , ,26.2268, , ,99.8269,57.6246, , , ,99.6942,91.7669, , , ,83.1194,87.6934,99.0104, , ,98.373,99.4582, , ,97.729,81.6888
375.9442022666, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
376.1325196162, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,92.4528, , 
376.3208369659, , , , , , , , , , , , ,97.7778, , , , , ,80, , , , , , , , , , , , 
376.3836094157, , , , , , , , ,85.5072,98.8095, , , ,91.1765, , , , , , , , , , , , , , , , , 
376.6974716651, , , , , ,10.6383, , , , , , ,98.8889, , , , , , , , , , , , , , , , , , 
376.8230165648, , , , , , , , ,84.058,100, , , , , , , , , , , , , , , , , , , , , 
377.0113339144, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , 
377.2624237139, , , , , , , , , ,98.8095, , , , ,83.0769, , , , , , , , , , , , , , , , 
377.6390584131, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , 
377.701830863, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
378.0156931123, ,94.4444, , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , 
378.2040104619, , , , , , , , , ,98.8095, , , , , , , , , ,25, , , , , , , , , , , 
378.3295553617, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , 
378.5178727113, , , , , , , , , ,100, , , , , , , , , , , , , , , , , ,49.1228, , , 
378.9572798604, , , , , , , , , ,97.619, , , , , , , , , , , , , , ,20, , , , , , 
379.14559721, , , , , , , , ,85.5072, , , , , , , , , , , , , , , , , , , , , , 
379.3966870094, , , , , , , , , ,98.8095, , , , ,81.5385, , , , , , , , , , , , , , , , 
379.4594594593, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90.566, , 
379.7733217087, , , , , , , , , ,100, , , , ,83.0769, , , , , , , , , , , , , , , , 
379.8988666084, , , , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , 
380.2127288577, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
380.3382737575, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , 
380.4010462074, , , , , , , , , , , , ,97.7778,92.6471, , , , , , , , , , , , , , , , , 
380.5265911071, , , , , , , , , ,100, , , , , , , , , , , , , ,94.1176, , , , , , , 
380.8404533564, , , , , , , , , ,98.8095, , ,98.8889,91.1765, , , , , , , , , , , , , , , , , 
381.2798605055, , , , , , , , , ,100, , ,97.7778, , , , , , , , , , , , , , , ,92.4528, , 
381.7192676546, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , 
381.7820401045, ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
382.033129904, , , , , , , , , , , , , , , , , ,58.8235, , , , , , ,30, , , , , , 
382.1586748037, , , , , , , , , ,98.8095, , ,98.8889, , , , , , , , , , , , , , , , , , 
382.4097646032, , , , , , , , , , , , , ,92.6471,84.6154, , , , , , , , , , , , , , , , 
382.7236268525, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , 
383.1002615517, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , 
383.5396687008, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , 
383.6024411507, , ,80.9833,46.2349,22.9979, , ,25.745, , ,99.7498,58.3749, , , ,99.7585,92.1215, , , ,83.6898,87.3259,99.1369, , ,98.2154,99.5393, , ,97.5428,82.1981
383.8535309502, , , , , , , , , , , , ,98.8889,91.1765, , , , , , , , , , , , , ,50.8772, , , 
384.1046207496, , ,80.5744,46.8729,23.5204, , ,25.2504, , ,99.6562,59.1434, , , ,99.8166,92.4777, , , ,84.2663,86.9449,99.2577, , ,98.0464,99.6157, , ,97.3447,82.7148
384.2301656494, , , , , , , , , , , , ,97.7778,92.6471, , , ,58.8235, , , , , , , , , , , , , 
384.5440278987, , , , , , , , ,86.9565, , , , , , , , , , , , , , , , , , , , , , 
384.6695727985, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
385.0462074977, , , , , , , , , , , , , , ,86.1538, , , , , , , , , , , , , , , , 
385.1089799475, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , 
385.2972972972, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , 
385.4856146468, , , , , , , , , ,98.8095, , , , , , , ,64.7059, , , , , , , , , , , , , 
385.7367044462, , , , , , , , ,85.5072, , , , , , , , , , , , , , , , , , , , , , 
385.9250217958, , , , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , 
385.9877942457, , , , , , , , , , , , , , , , , , , , , , , ,94.1176, , , , , , , 
386.1761115953, , , , , , , , , , , , , , ,84.6154, , , , , , , , , , , , ,49.1228, , , 
386.3644289449, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , 
386.803836094, , ,80.1621,47.5118,24.0474, , ,24.7557, , ,99.548,59.9104, , , ,99.8667,92.8262, , , ,84.8339,86.5597,99.3692, , ,97.8702,99.685, , ,97.1396,83.2253
386.803836094, , , , , ,9.5745, , , , , , , , , , , , , , , , , , , , , , , , , 
387.1804707932, , , , , , , , ,86.9565, , , , , , , , , , , , , , , , , , , , , , 
387.5571054924, , , , , , , , , , , , ,97.7778, ,86.1538, , , , , , , , , , , , , , , , 
387.8709677418, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , 
387.9965126415, , , , , , , , , , , , ,98.8889, , , , ,64.7059, ,20, , , , , , , , , , , 
388.3103748909, , , , , , , , , , , , ,98.8889, , , , ,58.8235, , , , , , , , , , ,92.4528, , 
388.6242371402, , , , , , , , , , , , , ,94.1176, , , , , , , , , , , , , , , , , 
389.189189189, , , , , , , , , , , , , , , , , , , , , , , , ,40, , ,50.8772, , , 
389.5658238883, , , , , , , , , , , , , ,92.6471, , , , , , , , , , , , , , , , , 
389.7541412379, , , , , , , , , , , , , , , , , , , ,25, , , ,94.1176, , , , , , , 
390.1307759371, , , , , , , , , , , , , , ,87.6923, , , , , , , , , , , , , , , , 
390.632955536, , , , , , , , , , , , , ,94.1176, , , , , , , , , , , , , , , , , 
391.3234524846, , , , , , , , , , , , , , , , , , , , , , , ,88.2353, , , , , , , 
391.5117698342, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , 
391.7000871838, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , 
392.0139494332, , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , , , 
392.4533565822, , , , , , , , , ,97.619, , ,98.8889, , , , , , , , , , , , , , , , , , 
392.8927637313, , , , , , , , ,88.4058,98.8095, , , , , , , , , , , , , , , , , , ,92.4528, , 
392.9555361812, , , , , , , , , , , , , , , , , , , , , , , ,94.1176, , , , , , , 
393.1438535308, , , , , , , , , , , , , , , , , , , , , , , , ,30, , , , , , 
393.2693984305, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , 
393.6460331298, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
394.022667829, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , 
394.2109851786, , , , , , , , ,86.9565, , , , , , , , , , , , , , , , , , , , , , 
394.2737576284, , ,79.7464,48.1515,24.5789, , ,24.2609, , ,99.4254,60.6756, , , ,99.9088,93.1668, , , ,85.3922,86.1706,99.4716, , ,97.6868,99.7474, , ,96.9274,83.7296
394.3993025282, , , , , , , , , , , , , , , , , , , , , , , , , , , ,52.6316, , , 
394.7131647775, , , , , , , , , , , , , ,94.1176, , , , , , , , , , , , , , , , , 
394.7759372274, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , 
395.1525719266, , , , , , , , , , , , , , ,89.2308, , ,58.8235, , , , , , , , , , , , , 
395.466434176, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , 
395.5292066258, , , , , , , , ,88.4058, , , , , , , , , , , , , , , , , , , , , , 
395.7802964253, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
396.1569311245, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , 
396.5335658237, , , , , , , , , ,98.8095, , , , , , , , , , , , , ,88.2353, , , , ,96.2264, , 
396.7218831733, , , , , , , , , , , , , ,95.5882, , , , , , , , , , , , , , , , , 
396.910200523, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , 
396.9729729728, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , 
397.2868352222, , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , 
397.6634699214, , , , , , , , , , , , , , ,90.7692, , , , , , , , , , , , , , , , 
397.9145597209, , , , , , , , , , , , , ,94.1176, , , ,58.8235, , , , , , , , , , , , , 
398.1028770705, , , , , , , , , , , , , , , , , , , , , , , ,94.1176, , , , , , , 
398.3539668699, , , , , , , , , , , , , ,94.1176, , , , , , , , , , , , , , , , , 
398.4795117697, , ,79.3273,48.7918,25.1147, , ,23.7661, , ,99.2885,61.4388, , , ,99.943,93.4995, , , ,85.9413,85.7775,99.5648, , ,97.4962,99.8028, , ,96.7082,84.2276
398.7306015692, , , , , ,8.5106, , , , , , , , , , , , , , , , , , , , , , , , , 
398.9816913686, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , 
399.0444638185, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , 
399.295553618, , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , , , 
399.4838709676, , , , , , , , , , , , , , ,89.2308, , , , , , , , , , , , , , , , 
399.6094158673, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , ,54.386, , , 
399.9232781167, , , , , , , , , , , , , , ,90.7692, , , , , , , , , , , , , , , , 
400.3626852658, ,94.4444, , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , 
400.8020924148, , , , , , , , , ,97.619, , , , , , , ,52.9412, , , , , , , , , , , , , 
400.8648648647, , , , , , , , ,89.8551, , , , , , , , , , , , , , , , , , , , , , 
401.3042720138, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , 
401.7436791629, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , 
401.8064516128, , , , , , , , , , , , , , , , , , , , , , , ,88.2353, , , , , , , 
402.4969485613, , , , , , , , ,88.4058, , , ,98.8889, , , , , , , , , , , , , , , , , , 
402.7480383608, , , , , , , , , , , , , ,95.5882,92.3077, , , , ,30, , , , , , , ,52.6316, , , 
403.1874455099, , , , , , , , , , , , , ,94.1176, , , , , ,25, , , ,94.1176, , , , , , , 
403.8151700086, , , , , , , , ,89.8551, , , , , , , , , , , , , , , , , , , , , , 
403.9407149083, ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
404.1918047078, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,96.2264, , 
404.8195292065, , , , , , , , , , , , , , , , , , , , , , , , , , , ,54.386, , , 
404.8823016563, , , , , , , , , , , , , ,95.5882, , , , , , , , , , , , , , , , , 
405.1961639057, , , , , , , , , , , , , , ,93.8462, , , , , , , , , , , , , , , , 
405.3217088054, , , , , , , , , ,96.4286, , , , , , , , , , , , , , , , , , , , , 
405.4472537052, , ,78.8923,49.4518,25.671, , ,23.2565, , ,99.1329,62.2223, , , ,99.9699,93.8339, , , ,86.4968,85.3686,99.6513, , ,97.2926,99.8527, , ,96.4753,84.7336
405.6355710548, , , , , , , , , , , , , , ,92.3077, , , , , , , , , , , , , , , , 
405.6983435046, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , 
405.8238884044, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , 
406.012205754, , , , , , , , , , , , , ,94.1176, , , , , , , , , , , , , , , , , 
406.3888404532, , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , , , 
406.7654751524, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , ,96.2264, , 
406.953792502, , , , , , , , , , , , , ,95.5882, , , , , , , , , ,88.2353, , , , , , , 
407.0165649519, , ,78.4537,50.1122,26.2318, , ,22.7468, , ,98.9624,63.0032, , , ,99.9884,94.1597, , , ,87.0422,84.9557,99.7282, , ,97.0814,99.8953, , ,96.2352,85.2326
407.1421098516, , , , , , , , , , , , , , , , , ,47.0588, , , , , , , , , , , , , 
407.5815170007, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , 
407.7698343503, , , , , , , , , , , , , , ,93.8462, , , , , , , , , , , , , , , , 
408.2720139493, , , , , , , , , , , , , , , , , , , ,30, , , ,94.1176, , , , , , , 
408.5231037488, , , , , , , , , , , , , ,95.5882, , , , , , , , , , , , , , , , , 
408.899738448, , , , , , , , , , , , , , , , , , , , , , , , ,30, , , , , , 
408.9625108978, , , , , , , , , ,96.4286, , , , , , , , , , , , , , , , , , , , , 
409.0252833477, , , , , , , , ,91.3043, , , , , , , , ,47.0588, ,35, , , , , , , , , , , 
409.7785527461, , , , , , , , , ,96.4286, , ,97.7778, , , , , , , , , , , , , , ,56.1404, , , 
410.1551874454, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , 
410.2179598952, , , , , , , , , , , , ,98.8889, ,95.3846, , ,52.9412, , , , , , , , , , , , , 
410.7201394942, , , , , , , , ,89.8551, , , ,97.7778, , , , , , , , , , , , , , , , , , 
410.782911944, , ,78.0116,50.773,26.7969, , ,22.2371, , ,98.7772,63.7813, , , ,99.9984,94.4771, , , ,87.5773,84.5387,99.7954, , ,96.8629,99.9307, , ,95.988,85.7247
410.9712292937, , , , , ,7.4468, , , , , , , ,95.5882, , , , , , , , , , , , , , , , , 
411.0967741934, ,94.4444, , , , , , , , , , , , , , , ,47.0588, , , , , , , , , , , , , 
411.5361813425, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , 
411.8500435918, , , , , , , , , ,96.4286, , , , , , , , , , , , , , , , , , ,96.2264, , 
412.0383609414, , , , , , , , , , , , , , , , , , , , , , , ,88.2353, , , , , , , 
412.226678291, , , , , , , , ,91.3043, , , , , , , , , , , , , , , , , , , , , , 
412.2894507409, , , , , , , , , , , , , , ,95.3846, , , , , , , , , , , , , , , , 
412.6660854401, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , 
412.9171752396, , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , 
412.9799476895, , , , , , , , , , , , , ,97.0588, , , ,47.0588, , , , , , , , , , , , , 
413.3565823887, , , , , , , , , , , , , , , , , , , , , , , ,94.1176, , , , , , , 
413.9843068874, , ,77.566,51.4341,27.3664, , ,21.7273, , ,98.5775,64.5562, , , ,100,94.786, , , ,88.102,84.1176,99.8531, , ,96.6369,99.9587, , ,95.7336,86.2097
413.9843068874, , , , , , , , , , , , , ,95.5882, , , , , , , , , , , , , , , , , 
414.9258936354, , , , , , , , , , , , , ,97.0588, , , , , , , , , , , , , , , , , 
415.114210985, , , , , , , , , , , , , , , , , , , , , , , , , , , ,57.8947, , , 
415.2397558848, , , , , , , , , ,95.2381, , , , ,96.9231, , ,41.1765, , , , , , , , , , , , , 
415.5536181341, , ,77.1012,52.1182,27.9601, , ,21.1998, , ,98.3559,65.3545, , , ,99.9928,95.0965, , , ,88.6339,83.6778,99.9027, , ,96.3954,99.9802, , ,95.463,86.7039
415.6791630338, , , , , , , , , ,96.4286, , ,96.6667, , , , , , , , , , , , , , , , , , 
416.0557977331, , , , , , , , , ,95.2381, , ,98.8889, , , , , , , , , , , , , , , , , , 
416.0557977331, , ,76.6327,52.8023,28.5583, , ,20.6724, , ,98.1191,66.149, , , ,99.9766,95.3977, , , ,89.1544,83.2338,99.9421, , ,96.1461,99.9939, , ,95.1849,87.1903
416.4952048821, , , , , , , , , ,96.4286, , ,97.7778, , , , , , , , , , , , , , , , , , 
416.9346120312, , , , , , , , , ,95.2381, , , , , , , , , , , , , , , , , , , , , 
