Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data
105.4577157803, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , 
105.7088055797, , , , , ,89.3617, , , , , , , ,36.7647, , , , , , , , , , , , , , , , , 
106.1482127288, , , , , , , , , ,54.7619, , , , , , , , , , , , , , , , , , , , , 
106.524847428, , , , , , , , , ,53.5714, , , , ,9.2308, , , , , , , , , , , , , , , , 
106.7131647776, , , , , , , , , , , , ,55.5556, , , , , , , , , , , , , , , , , , 
107.027027027, , , , , , , , ,23.1884, , , , , , , , , , , , , , , , , , , , , , 
107.2781168265, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , 
107.4036617262, , , , , , , , , ,54.7619, , , , , , , , , , , , , , ,10, , , , , , 
107.5919790758, , ,99.36,11.8658,1.4185, , ,56.3915, , ,75.0726,15.1414, , , ,80.1481,57.2545, , , ,37.6411,99.7816,73.4122, , ,91.9094,79.6668, , ,92.5779,41.9899
107.8430688753, , , , , , , , , , , , , , , , , ,64.7059, , , , , , ,0, , , , , , 
107.968613775, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.7358, , 
108.7846556233, , , , , , , , , ,55.9524, , , , , , , , , , , , , , , , , , , , , 
109.2240627724, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
109.4751525719, , , , , , , , , , , , , ,38.2353, , , , , , , , , , , , , , , , , 
109.6006974716, , , , , , , , ,21.7391, , , , , , , , , , , , , , , , , , , , , , 
109.7262423714, , , , , , , , , ,55.9524, , , , , , , , , , , , , , , , , , , , , 
109.914559721, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , 
109.9773321708, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , 
110.1028770706, , , , , , , , , ,54.7619, , , , , , , , , , , , , , , , , , , , , 
110.3539668701, , , , , , , , , , , , ,55.5556, , , , , , , , , , , , , , , , , , 
110.7933740191, , , , , , , , , , , , ,56.6667, , , , , , , , , , , , , , , , , , 
111.1072362685, , , , , ,89.3617, , , , , , , , , , , , , , , , , , , , , , , , , 
111.358326068, , ,99.2497,12.1995,1.5377, , ,56.0004, , ,75.734,15.5588, , , ,80.6011,57.8137, , , ,38.2494,99.8368,73.9497, , ,92.2368,80.1209, , ,92.905,42.5472
111.358326068, , , , , , , , , ,55.9524, , , , , , , , , , , , , , , , , , , , , 
111.5466434176, , , , , , , , , , , , , , , , , , , , , , , ,58.8235, , , , , , , 
111.9860505667, , , , , , , , ,23.1884, , , , , , , , , , , , , , , , , , , , , , 
112.4254577157, , , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , ,39.6226, , 
112.6765475152, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , 
112.8648648648, , , , , ,89.3617, , , , , , , , ,10.7692, , , , , , , , , , , , , , , , 
113.241499564, , , , , , , , , , , , ,55.5556, , , , , , , , , , , , , , , , , , 
113.743679163, , , , , , , , , , , , ,57.7778, , , , , , , , , , , , , , , , , , 
113.8064516129, , , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , , , , 
113.9319965126, , , , , , , , , , , , , , ,9.2308, , ,76.4706, , , , , , , , , , , , , 
114.1830863121, , , , , , , , , ,57.1429, , ,56.6667, , , , , , , , , , ,52.9412, , , , , , , 
114.2458587619, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , 
114.5597210113, , , , , ,89.3617, , , , , , , , , , , , , , , , , , , , , , , , , 
114.9363557105, , , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , , , , 
115.0619006102, , ,99.1323,12.5377,1.6618, , ,55.6083, , ,76.3908,15.9822, , , ,81.0501,58.3727, , , ,38.8613,99.8839,74.4843, , ,92.5577,80.5712, , ,93.225,43.1063
115.18744551, , , , , , ,26, , , , , ,57.7778, , , , , , , , , , , , , , , , , , 
115.5013077593, , , , , , , , , ,55.9524, , ,56.6667, , , , , , , , , , , , , , , , , , 
116.2545771578, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.7358, , 
116.631211857, , , , , , , , , , , , ,57.7778,39.7059, , , , , , , , , , , , , , , , , 
116.6939843068, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39.6226, , 
116.8195292066, , , , , , , , ,24.6377,57.1429, , , , , , , , , , , , , , , , , , , , , 
117.0706190061, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.0175, , , 
117.1961639058, , ,99.0081,12.8803,1.7908, , ,55.2154, , ,77.0425,16.4117, , , ,81.495,58.9315, , , ,39.4768,99.923,75.0158, , ,92.8721,81.0176, , ,93.5379,43.6673
117.9494333042, , , , , , ,25, , ,58.3333, , ,57.7778, , , , ,76.4706, , , , , , , , , , , , , 
118.4516129032, , , , , , , , , ,57.1429, , , , , , , , , , , , , , , , , , , , , 
118.8282476024, , ,98.8773,13.2273,1.9246, , ,54.8215, , ,77.6889,16.8472, , , ,81.9356,59.49, , , ,40.0957,99.9541,75.5441, , ,93.18,81.46, , ,93.8435,44.2299
119.016564952, , , , , , , , , , , , , , ,10.7692, , , , , , , , , , , , , , , , 
119.2676547515, , , , , , , , , ,58.3333, , ,57.7778, , , , , , , , , , , , , , , , , , 
119.8326068003, , , , , , , , , , , , , ,41.1765, , , , , , , , , , , , , , , , , 
120.2720139494, , , , , , , , , , , , , , , , , , , , , , , ,58.8235,10, , , , , , 
120.5231037489, , , , , ,87.234, , , , , , , , , , , , , , , , , , , , , , , , , 
120.7114210985, , , , , , ,24, , ,59.5238, , ,58.8889, , , , , , , , , , , , , , , , , , 
120.8997384481, , , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , , , , 
121.1508282476, , , , , , , , , ,57.1429, , , ,39.7059, , , ,70.5882, , , , , , , , , , , , , 
121.2136006974, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41.5094, , 
121.4646904969, , , , , , , , ,26.087, , , , , , , , , , , , , , , , , , , , , , 
121.5902353966, , , , , , , , , ,58.3333, , , , , , , , , , , , , , , , , , , , , 
121.6530078465, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , 
121.7785527462, , , , , ,87.234, , ,24.6377, , , , , , , , , , , , , , , , , , , , , , 
121.904097646, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.2632, , , 
122.1551874455, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , 
122.5318221447, , ,98.7512,13.5517,2.0525, , ,54.4571, , ,78.2809,17.2546, , , ,82.3387,60.0053, , , ,40.6701,99.9757,76.0289, , ,93.4583,81.8648, , ,94.1192,44.7507
123.2223190932, , , , , , ,23, , ,59.5238, , , , , , , , , , , , , , , , , , , , , 
123.4734088927, , , , , , , , , , , , , ,41.1765, , , , , , , , , , , , , , ,39.6226, , 
124.1011333914, , , , , , , , , , , , ,60, , , , , , , , , , , , , , , , , , 
124.4149956408, ,83.3333, , , , , , , , , , ,58.8889, , , , , , , , , , , , , , , , , , 
124.7288578901, ,88.8889, , , , , , , , , , ,60, ,12.3077, , , , , , , , , , , , , , , , 
125.4193548387, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41.5094, , 
125.6076721883, , , , , ,86.1702, , ,26.087,60.7143, , , , , , , , , , , , , , , , , , , , , 
125.9843068875, , , , , , ,22, , , , , ,60, , , , , , , , , , , , , , , , , , 
126.3609415867, , , , , ,87.234, , , , , , , , , , , , , , , , , , , , , , , , , 
126.6120313862, , , , , , , , , ,60.7143, , , , , , , , , , , , , , , , , , , , , 
126.8003487358, , , , , ,86.1702, , , , , , , , , , , , , , , , , , , , , , , , , 
126.9258936355, , , , , , , , , ,59.5238, , , , , , , , , , , , , , , , , , , , , 
127.2397558849, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , 
127.8674803836, , , , , , , , , , , , ,61.1111, , , , , , , , , , , , , , , , , , 
127.8674803836, , ,98.62,13.8797,2.1846, , ,54.0919, , ,78.8679,17.6671, , , ,82.7381,60.5202, , , ,41.2474,99.9905,76.5107, , ,93.7309,82.266, , ,94.3886,45.2729
128.3068875326, , , , , , , , , ,60.7143, , ,60, , , , , , , , , , , , , , , , , , 
128.3696599825, , , , , , , , , , , , , , ,10.7692, , , , , , , , , , , , , , , , 
128.620749782, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , 
129.0601569311, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.0175, , , 
129.1857018308, , , , , , , , , , , , ,61.1111,39.7059, , , , , , , , , , , , , , , , , 
129.4367916303, , , , , , , , , ,61.9048, , , , , , , , , , , , , , , , , , , , , 
129.6251089799, , , , , , , , , , , , ,60, , , , , , , , , , ,52.9412, , , , , , , 
129.8134263295, , , , , , , , , ,60.7143, , , , , , , , , , , , , , , , , , , , , 
130.2528334786, , , , , , , , ,27.5362,61.9048, , , ,41.1765, , , , , , , , , , , , , , , , , 
130.4411508282, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , 
130.5666957279, , , , , , , , , , , , ,62.2222, ,12.3077, , , , , , , , , , , , , , , , 
130.9433304272, , , , , , , , , , , , ,61.1111, , , , , , , , , , , , , , , , , , 
131.2571926765, , , , , ,85.1064,20, , , , , , , , , , , , , , , , , , , , , , , , 
131.5710549258, , ,98.484,14.2115,2.3208, , ,53.726, , ,79.4498,18.0847, , , ,83.1337,61.0345, , , ,41.8273,99.9986,76.9895, , ,93.9978,82.6635, , ,94.6517,45.7962
131.6965998256, , , , , ,86.1702, , , , , , , , , , , , , , , , , , , , , , , , , 
131.9476896251, , , , , , , , , , , , ,61.1111, , , , , , , , , , , , , , , , , , 
132.3243243243, , , , , ,85.1064, , , , , , , , , , , , , , , , , , , , , , , , , 
132.7009590235, , , , , , , , , ,61.9048, , , , , , , , , , , , , , , , , , , , , 
133.2659110723, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , 
133.6425457715, , , , , , , , , , , , , ,42.6471, , , , , , , , , , ,10, , , ,43.3962, , 
133.893635571, , , , , , , , ,26.087, , , , , , , , , , , , , , , , , , , , , , 
134.0191804707, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , 
134.2702702702, , , , , , , , ,27.5362,63.0952, , , , , , , , , , , , , , , , , , , , , 
134.2702702702, , ,98.3435,14.547,2.4612, , ,53.3594, , ,80.0264,18.5073, , , ,83.5255,61.5482, , , ,42.4098,100,77.4651, , ,94.2589,83.0573, , ,94.9084,46.3207
134.39581517, , , , , , , , , , , , ,63.3333, , , , ,76.4706, , , , , , , , , , , , , 
134.5213600697, , , , , , , , , , , , ,62.2222, , , , , , , , , , , , , , , , , , 
135.5257192676, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , 
136.1534437663, , , , , , , , , , , , , , ,13.8462, , , , ,0, , , , , , , , , , , 
136.4673060156, , , , , , ,18, , ,63.0952, , , , , , , , , ,5, , , ,58.8235, , , , , , , 
136.781168265, , , , , ,84.0426, , , , , , , , , , , , , , , , , , , , , , , , , 
137.2833478639, , , , , ,85.1064, , , , , , , , , , , , , , , , , , , , , , , , , 
137.5972101133, , , , , , , , , , , , ,63.3333, , , , , , , , , , , , , , , , , , 
137.6599825632, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.283, , 
138.0993897122, , , , , ,84.0426, , , , , , , , , , , ,82.3529, , , , , , , , , , , , , 
138.4760244115, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , 
138.7271142109, , , , , , , , ,28.9855, , , , , , , , , , , , , , , , , , , , , , 
138.9782040104, , , , , , , , , ,64.2857, , , , , , , , , , , , , , , , , , , , , 
139.3548387096, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , 
139.9825632083, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.7719, , , 
140.0453356582, , , , , , , , , , , , , ,44.1176, , , , , , , , , , , , , , , , , 
140.4219703574, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
140.9241499564, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3962, , 
141.112467306, , , , , ,82.9787, , , , , , , , , , , , , , , , , , , , , , , , , 
141.3635571054, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.283, , 
141.4891020052, , , , , ,84.0426, , , , , , , , , , , , , , , , , , , , , , , , , 
141.6146469049, , , , , , , , , , , , , , ,13.8462, , , , , , , , , , , , , , , , 
141.8029642545, , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , 
141.9285091543, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , 
142.2423714036, , , , , , , , , , , , , , , , , ,82.3529, , , , , , , , , , , , , 
142.556233653, , , , , ,82.9787, , , , , , , , , , , , , , , , , , , , , , , , , 
142.6190061028, , , , , , , , , , , , ,62.2222, , , , , , , , , , , , , , , , , , 
142.995640802, , , , , , , , ,30.4348, , , ,63.3333, , , , , , , , , , , , , , , , , , 
143.1839581516, , , , , , , , , , , , , ,45.5882, , , , , , , , , ,52.9412, , , , , , , 
143.3095030514, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
143.3722755013, , , , , , , , , , , , ,62.2222, , , , , , , , , , , , , , , , , , 
143.6233653007, , , , , , , , , , , , , ,44.1176, , , , , , , , , , , , , , , , , 
143.8744551002, , ,98.2037,14.8742,2.6007, , ,53.0048, , ,80.5777,18.92, , , ,83.9,62.0433, , , ,42.9743,99.9951,77.9211, , ,94.5054,83.4337, , ,95.1502,46.8279
143.9999999999, , , , , , , , , ,65.4762, , , , , , , , , , , , , , , , , , , , , 
144.3138622493, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , 
144.5649520488, , , , , , , , , , , , ,63.3333, , , , , , , , , , ,58.8235, , , , , , , 
144.7532693984, , , , , , ,15, ,28.9855, , , , , , , , , , , , , , , , , , , , , , 
145.1299040976, , , , , , , , , ,65.4762, , , , , , , , , , , , , , , , , , , , , 
145.2554489973, , , , , ,81.9149, , , , , , , , , , , , , , , , , , , , , , , , , 
145.6948561464, , , , , ,82.9787, , , , , , , , , , , , , , , , , , , , , , , , , 
146.0087183958, , , , , , , , , , , , , , , , , ,82.3529, , , , , , , , , , , , , 
146.4481255448, , , , , , , , , , , , , ,45.5882, , , , , , , , , , , , , , , , , 
146.7619877942, , , , , ,81.9149, , , , , , , , ,15.3846, , , , , , , , , , , , , , , , 
147.2013949433, , , , , , ,14, ,30.4348, , , , , , , , , , , , , , , , , , , , , , 
147.5780296425, , ,98.0601,15.2049,2.744, , ,52.6496, , ,81.1237,19.3372, , , ,84.2707,62.5378, , , ,43.5412,99.984,78.374, , ,94.7465,83.8065, , ,95.386,47.336
147.7663469921, , , , , ,82.9787, , , , , , , , , , , , ,60, , , , , , , , , , , , 
147.7663469921, , , , , ,81.9149, , , , , , , , , , , , , , , , , , , , , , , , , 
148.2057541412, , , , , , , , , , , , ,63.3333, , , , , , , , , , , , , , , , , , 
148.3940714908, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , 
148.8334786399, , , , , , , , , ,66.6667, , , , , , , , , , , , , , , , , , , , , 
149.5239755884, , , , , ,80.8511, , , , , , , ,47.0588, , , , , , , , , , , , , , , , , 
149.6495204882, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.1698, , 
149.7750653879, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , 
150.0261551874, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , 
150.1517000871, , , , , ,81.9149, , , , , , , , , , , , , , , , , , , , , , , , , 
150.5911072362, , , , , ,80.8511, , , , , , , , , , , , , , , , , , , , , , , , , 
151.0932868352, , , , , , , , , , , , ,63.3333, , , , , , , , , , , , , , , , , , 
151.2188317349, , , , , , , , ,31.8841, , , , ,45.5882, , , , , , , , , , , , , , , , , 
151.4699215344, , , , , , , , , , , , ,65.5556, , , , , , , , , , , , , , , , , , 
151.9093286835, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , 
152.0348735832, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.283, , 
152.0976460331, , , , , , , , , , , , , , ,16.9231, , , , , , , , , , , , , , , , 
152.3487358325, , , , , , , , , ,66.6667, , , , , , , , , , , , , ,64.7059, , , , , , , 
152.599825632, , , , , , , , , , , , , ,47.0588, , , , , , , , , , , , , , , , , 
152.7253705318, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , 
153.0392327811, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , 
153.4158674803, , , , , , , , , ,67.8571, , , , , , , , , , , , , , , , , , ,47.1698, , 
153.6669572798, , , , , ,79.7872, , , , , , , , , , , ,88.2353, , , , , , , , , , , , , 
154.2319093286, , , , , , , , , , , , ,64.4444, , , , , , , , , , , , , , , , , , 
154.6713164777, , , , , , , , , ,67.8571, , ,65.5556, , , , , , , , , , , , , , , , , , 
154.9851787271, , , , , , , , , , , , , , , , , ,82.3529, ,5, , , , , , , , , , , 
155.4245858761, ,94.4444, , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , 
155.5501307759, , , , , , , , , , , , , ,48.5294,15.3846, , , , , , , , , , , , , , , , 
155.8012205754, , , , , , , , , ,67.8571, , , , , , , , , , , , , , , , , , , , , 
156.1150828247, , ,97.9127,15.5389,2.8913, , ,52.2938, , ,81.6642,19.7591, , , ,84.6378,63.0314, , , ,44.1102,99.9669,78.8236, , ,94.9821,84.1756, , ,95.6158,47.845
156.3661726242, , , , , , , , , , , , , , , , , , , , , , , ,58.8235, , , , , , , 
156.8055797733, , , , , ,78.7234, , , , , , , , , , , , , , , , , , , , , , , , , 
156.9938971229, , , , , , , , , ,69.0476, , , , ,16.9231, , , , , , , , , , , , , , , , 
157.2449869223, , , , , ,79.7872, , , ,67.8571, , , , , , , , , , , , , , , , , , ,49.0566, , 
157.872711421, , , , , , , , , , , , , ,47.0588, , , , , , , , , , , , , , , , , 
158.0610287706, , , , , , ,10, , ,69.0476, , , , , , , , , , , , , , ,10, , , , , , 
158.1865736704, , , , , ,78.7234, , , , , , , , , , , , , , , , , , , , , , , , , 
158.4376634699, , , , , , , , , , , , ,66.6667, , , , , , , , , , , , , , , , , , 
158.7515257192, , , , , , , , , , , , , ,48.5294, , , , , , , , , , , , , , , , , 
159.0653879686, , , , , , , , ,33.3333, , , , , , , , , , , , , , , , , , , , , , 
159.2537053182, , , , , , , , , ,69.0476, , , , , , , , , , , , , , ,0, , , , , , 
159.6931124672, , , , , ,77.6596, , , , , , , , , , , , , , , , , , , , , , , , , 
159.818657367, , ,97.7617,15.8763,3.0424, , ,51.9373, , ,82.1991,20.1856, , , ,85.0011,63.5242, , , ,44.6812,99.9438,79.27, , ,95.2123,84.5409, , ,95.8396,48.3548
160.0069747166, , , , , , , , , , , , , , , , , , , , , , , ,64.7059, , , , , , , 
160.1325196163, , , , , ,78.7234, , , , , , , , , , , ,76.4706, , , , , , , , , , , , , 
160.4463818657, , , , , , , , , ,69.0476, , , , , , , , , , , , , , , , , ,10.5263, , , 
160.8230165649, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , 
161.0113339145, , , , , , , , , , , , ,66.6667, , , , , , , , , , , , , , , ,50.9434, , 
161.1996512641, , , , , ,77.6596, , , , , , , , , , , ,82.3529, , , , , , , , , , , , , 
161.5135135135, , , , , , , , , ,69.0476, , , , , , , , , , , , , , , , , , , , , 
161.6390584132, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
161.7018308631, , , , , , , , , , , , , ,50,18.4615, , , , , , , , , , , , , , , , 
161.8901482127, , , , , , , , , , , , ,66.6667, , , , , , , , , , , , , , , , , , 
161.9529206625, , ,97.6092,16.2127,3.1954, , ,51.5847, , ,82.7215,20.6111, , , ,85.3561,64.0097, , , ,45.247,99.9151,79.7074, , ,95.4341,84.8979, , ,96.0547,48.8588
162.3923278116, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49.0566, , 
162.706190061, , , , , ,76.5957, , , ,70.2381, , , , , , , , , , , , , , , , , , , , , 
162.8317349607, , , , , , , , , , , , ,67.7778, , , , , , , , , , , , , , , , , , 
163.0200523103, , , , , , , , ,34.7826, , , , , , , , , , , , , , , , , , , , , , 
163.0828247602, , , , , ,77.6596, , , , , , ,66.6667, , , , , , ,10, , , , , , , , , , , 
163.3966870095, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , 
164.2127288578, , , , , ,76.5957, , , , , , ,67.7778, , , , , , , , , , , , , , , , , , 
164.3382737576, , , , , , , , , , , , , ,48.5294, , , , , , , , , , , , , , , , , 
164.7149084568, , , , , , , , , , , , ,66.6667, , , , , , , , , , , , , , , , , , 
164.8404533565, , , , , , , , , , , , , ,50, , , , , , , , , , , , , , , , , 
164.9659982563, , , , , , , , ,33.3333,70.2381, , ,67.7778, , , , , , , , , , , , , , , , , , 
165.3426329555, , , , , , , , , , , , ,68.8889, , , , , , , , , , , , , , , , , , 
165.7192676547, , , , , ,75.5319, , , , , , ,67.7778, , , , , , , , , , , , , , , , , , 
166.1586748038, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , 
166.2214472536, , ,97.4534,16.5524,3.3522, , ,51.2315, , ,83.2381,21.041, , , ,85.7073,64.4943, , , ,45.8146,99.8808,80.1415, , ,95.6507,85.2511, , ,96.264,49.3634
166.5980819529, , , , , , , , , , , , , , ,20, , , , , , , , , , , , , , , , 
166.7236268526, , , , , ,76.5957, , , , , , , , , , , , , , , , , , , , , , , , , 
166.8491717523, , , , , , , , ,34.7826, , , , , , , , , , , , , , , , , , , , , , 
167.0374891019, , , , , ,75.5319, , , ,71.4286, , , , , , , , , , , , , , , , , , , , , 
167.4141238012, , , , , , , , , , , , , , , , , , , , , , , ,70.5882, , , , , , , 
167.7907585004, , , , , , , , , , , , , ,51.4706, , , , , , , , , , , , , , , , , 
