Time (min),CLK,clk,CRY,cry,CWO,cwo,CYC/CLK,pdp1,PDP1,per,PER,PER/TIM-p,tim,TIM,VRI,vri
1266.598,,,38.2978723404,,,,,,,,,,,,,
1267.1,,,,,,,60.3773584906,,,,,,,,,
1267.3,,45.4545454545,,,,,,,,,,,,,,
1268.31,,,37.2340425532,,,,,41.0256410256,,,,,,,,
1268.844,,,,,,,62.2641509434,,,,,,54.5454545455,,,
1270.596,,,,,,,60.3773584906,,,,,,,,5.5555555556,
1271.182,,,,,,,,,,63.6363636364,,,,,,
1272.348,,,,,,,62.2641509434,,,,,,,,,
1272.948,,,,,,,,,,72.7272727273,,,,,,
1273.402,,,36.170212766,,,,,,,,,,,,,
1274.116,,,,,,57.6923076923,,,,,,,,,,
1275.196,,,35.1063829787,,,,,,,,,,,,,
1275.618,,,,,23.6842105263,,,,,,,,,,,
1276.326,,36.3636363636,,,,,,,,,,,,,,
1277.662,,,,,,,,,6.6666666667,,,,,,,
1277.996,,,,,,,,,,,,,,,,41.935483871
1278.564,,,,,,,,,,63.6363636364,,,,,,
1279.104,,,,,,,60.3773584906,,,,,,,,,
1279.668,,,,,,,,,,,,0,,,,
1280.288,,,,,,,,,,72.7272727273,,,,,,
1280.604,,,34.0425531915,,,,,,,,,,,,0,
1280.884,,,,,,,62.2641509434,,,,,,,,,
1281.982,,,,,,,,,,63.6363636364,,,,,,
1283.422,,,,,,59.6153846154,,,,,,,,,,
1283.872,,,,,26.3157894737,,,,,,,,,,,
1284.378,,,32.9787234043,,,,,,,,,,,,,
1284.722,,,,,,,64.1509433962,,,,,,,,,
1286.1,,27.2727272727,,,,,,,,,,,,,,
1286.688,,,,,,,,43.5897435897,,,,,,,,
1287.742,,36.3636363636,,,,,,,,,,,,,,
1288.264,,,31.914893617,,,,,,,,,,,,,
1288.462,,,,,,,,41.0256410256,,72.7272727273,,,,,,
1288.984,,,,,,,64.1509433962,,,,,9.0909090909,,,,
1291.354,55.5555555556,,,,,,,,,,,,,,,
1292.23,,,30.8510638298,,,61.5384615385,,,,,,,,,,
1292.656,,,,,,,,43.5897435897,,,,,,,,
1292.782,,,,,,,66.0377358491,,,,,,,,,
1292.86,,27.2727272727,,,,,,,,,,,,,5.5555555556,45.1612903226
1293.666,,,,,,,,,,72.7272727273,,,,,,
1293.966,,,,,,63.4615384615,,,,,,,,,,
1294.58,,,,,,,64.1509433962,,,,,,,,,
1294.942,44.4444444444,,,,,,,,,,,,,,,
1295.684,,,,,,61.5384615385,,,,,,,,,,
1296.24,,,,,,,66.0377358491,,,,,,,,,
1296.382,,,29.7872340426,,,,,,,,,,,,,
1296.672,55.5555555556,,,,,,,,,,,,,,,
1297.468,,,,,,63.4615384615,,,,,,,,,,
1298.464,44.4444444444,,,,,,,46.1538461538,8.8888888889,,,,,,,
1298.598,,,,,,,,,,,,,63.6363636364,,,
1299.262,,,,,,65.3846153846,,,,,,,,,,
1299.322,,,,,28.9473684211,,,,,,,,,,,
1300.12,55.5555555556,,,,,,,,,,,,,,,48.3870967742
1300.702,,,28.7234042553,,,,,,,,,,,,,
1300.928,,,,,,63.4615384615,,,,,,,,,,
1301.788,44.4444444444,,,,,,,,,,,,,,,
1302.432,,,,,,,69.8113207547,,,,,,,,,
1302.642,,,,,,65.3846153846,,,,,,,,,,
1303.432,,,,,,,,,,,,,,12.5,,
1303.582,55.5555555556,,,,,,,,,,,,,,,
1304.214,,,,,,,69.8113207547,,,,,,,,,
1305.198,,,27.6595744681,,,,,,,,,,,0,,
1305.28,,,,,,,,,6.6666666667,,,,,,,
1305.352,44.4444444444,,,,,,,,,,,,,,,
1305.396,,,,,,,,,,,,,,,0,
1305.996,,,,,,,67.9245283019,,,,,,,,,
1307.08,55.5555555556,,,,31.5789473684,,,,8.8888888889,,,,,,,
1307.778,,,,,,,69.8113207547,,,,,,,,,
1308.622,44.4444444444,,,,28.9473684211,,,,,,,,54.5454545455,,,
1309.004,,,,,,,,,,81.8181818182,66.6666666667,,,,,
1309.458,,,,,,,,,,,,,,,,45.1612903226
1309.56,,,,,,,69.8113207547,,,,,,,,,
1309.61,,,,,,,,48.7179487179,,,,,,,,
1309.724,,,26.5957446809,,,,,,,,,,,,,
1311.334,,,,,,67.3076923077,,,,,,,,,,
1312.222,,,,,,,,,,,,,63.6363636364,,,
1313.672,,,,,,,,,,,,,,,5.5555555556,
1313.972,,,,,,,,,,,,,,,,48.3870967742
1314.052,,,,,31.5789473684,,,,,,,,,,,
1314.442,,,25.5319148936,,,,,,,,,,,,,
1316.628,,,,,,,71.6981132075,,,,,,,,,
1317.8,,,,,,,,,11.1111111111,,,,,,,
1319.422,,,24.4680851064,,,69.2307692308,,,,,,,,,,
1320.286,,,,,,,,51.2820512821,,,,,,,,
1320.598,,,,,,,,,,,,,,,,51.6129032258
1321.03,,,,,34.2105263158,,,,,,,,,,,
1321.314,,,,,,,71.6981132075,,,,,,,,,
1322.754,,,,,,,,,,,,,,12.5,,
1323.452,,,,,,,,,8.8888888889,,,0,,,,
1324.462,,,,,,,,,,,,,,0,,
1324.762,,,23.4042553191,,,,,,,,,,,,,
1325.182,,,,,,,,,11.1111111111,,,,,,,
1325.508,,,,,,,73.5849056604,,,,,,72.7272727273,,,
1326.126,,18.1818181818,,,,,,,,,,,,,,
1327.29,,,,,,,73.5849056604,,,,,,,,,
1327.39,,,,,,71.1538461538,,,,,,,,,,
1327.78,,27.2727272727,,,,,,,,,,,,,,
1329.072,,,,,,,75.4716981132,,,,,,,,,
1329.812,,,,,,,,,,,,9.0909090909,,,,
1330.132,,,22.3404255319,,,,,,,,,,,,5.5555555556,
1330.66,,,,,,,,53.8461538462,,,,,,,,
1330.854,,,,,,,75.4716981132,,,,,,,,,
1330.888,,,,,,,,,,,,,63.6363636364,,,
1331.662,,,,,,,,,,72.7272727273,,,,,,
1332.636,,,,,,,73.5849056604,,,,,,,,,
1333.386,,,,,,,,,,81.8181818182,,,,,,
1333.54,,,,,,,,,,,,,,,,54.8387096774
1334.418,,,,,,,75.4716981132,,,,,,,,,
1334.542,,,,,36.8421052632,,,,,,,,,,,
