Time (min),CLK,clk,CRY,cry,CWO,cwo,CYC/CLK,pdp1,PDP1,per,PER,PER/TIM-p,tim,TIM,VRI,vri,clk_data,CLK_data,CLK/CYC_data,per_data,PER_data,tim_data,TIM_data,PER/TIM_data,cwo_data,CWO_data,pdp1_data,PDP1_data,vri_data,VRI_data,CRY_data
13.487,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.492,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.4954,,88.8888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.5234,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
13.5294,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.5489,,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.5557,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.5829,,,,,13.0434782609,,,,43.0769230769,,,,,,,,,,,,,,,,,,,,,,
13.5863,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.5922,,,,100,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.5981,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.6083,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,
13.6168,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
13.6227,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6295,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.6346,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.6397,,88.8888888889,,,,,,,,,,45,,,61.4035087719,,,,,,,,,,,,,,,,
13.6847,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.6864,,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7085,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
13.7119,,,,,,,1.1111111111,,41.5384615385,,,,,,,,,,,,,,,,,,,,,,
13.7388,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.7441,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.7613,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.767,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7703,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.7849,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.7865,,88.8888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7899,,,,,,,0,,,,,40,,,,,,,,,,,,,,,,,,,
13.795,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.801,,,,100,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
13.8069,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.8256,,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.8307,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.8358,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.8409,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.846,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
13.8494,,,,,,,,,,,,,,,59.649122807,,,,,,,,,,,,,,,,
13.8544,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.8612,,,,,11.5942028986,,,,,,,,,,,,,,,,,,,,,,,,,,
13.8672,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.8731,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.8926,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
13.8979,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.9232,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.9291,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.9325,,88.8888888889,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.943,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.9478,,,,100,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.9622,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.9665,,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.9682,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13.9792,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.9818,,,,,,,,,38.4615384615,,,,,,,,,,,,,,,,,,,,,,
13.9911,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
13.9962,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.0132,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0276,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.0556,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.0615,,,,,,,1.1111111111,,,,,,,,57.8947368421,,,,,,,,,,,,,,,,
14.0666,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.0726,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.0785,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.087,,88.8888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0921,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.098,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.1031,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.1091,,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1175,,,,99,,,2.2222222222,,36.9230769231,,,,,,,,,,,,,,,,,,,,,,
14.1235,,,,100,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.1517,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.1574,,,,100,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.1634,,,,,10.1449275362,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1693,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,
14.1871,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.1914,,,,100,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.1965,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.2109,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.2279,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.2406,,88.8888888889,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.2466,,83.3333333333,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.2508,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.2568,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.2601,,,,,,,,,35.3846153846,,,,,,,,,,,,,,,,,,,,,,
14.2618,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.2678,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.2737,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.2763,,,,,,,,,,,,,,,56.1403508772,,,,,,,,,,,,,,,,
14.2788,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,
14.2992,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3043,,,,100,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
14.3136,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.3357,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3671,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
14.3696,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.401,,,,,,,,,33.8461538462,,,,,,,,,,,,,,,,,,,,,,
14.4061,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,
14.4316,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.4375,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
14.4401,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.4681,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.474,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.4783,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4799,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.4835,,,,100,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.4893,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.4935,,,,,,,,,,,,,,,54.3859649123,,,,,,,,,,,,,,,,
14.4952,,,,,8.6956521739,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5076,,,98.9361702128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.508,,,100,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.5139,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5164,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.5309,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.5436,,77.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5453,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.5478,,,,100,,,,,32.3076923077,,,40,,,,,,,,,,,,,,,,,,,
14.5538,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,
14.5589,,83.3333333333,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.5648,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.5704,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.5759,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.5818,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.5859,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.5911,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.6242,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
14.6293,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.6548,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6607,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.676,,77.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6896,,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6921,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6947,,,,,,,,,30.7692307692,,,,,,,,,,,,,,,,,,,,,,
14.7116,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.7133,,,,,,,,,,,,,,,52.6315789474,,,,,,,,,,,,,,,,
14.7176,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
14.7235,,77.7777777778,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.7481,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.7541,,,,,,,1.1111111111,,,,,30,,,,,,,,,,,,,,,,,,,
14.788,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.7965,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.8076,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.8254,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.8339,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.839,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.8398,,72.2222222222,,100,,,,,,,,35,,,,,,,,,,,,,,,,,,,
14.8449,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.8457,,,,,,,,,29.2307692308,,,,,,,,,,,,,,,,,,,,,,
14.8491,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.8585,,,,,7.2463768116,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8704,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8763,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.8822,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.8873,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.8933,,77.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9009,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.9043,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9153,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.9213,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.9264,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14.9408,,,,,,,2.2222222222,,,,,,,,50.8771929825,,,,,,,,,,,,,,,,
14.9501,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
14.9535,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.9578,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
14.9637,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
14.9917,,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9985,,,,,,,,,27.6923076923,,,,,,,,,,,,,,,,,,,,,,
15.0028,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0129,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0172,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0274,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.0333,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.0384,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.0426,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0486,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0622,,77.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0681,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.0741,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.0783,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.1063,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.119,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.125,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.1309,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.1436,,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.153,,,,,,,,,26.1538461538,,,,,,,,,,,,,,,,,,,,,,
15.1555,,,,,,,0,,,,,25,,,,,,,,,,,,,,,,,,,
15.17,,,,,,,,,,,,,,,49.1228070175,,,,,,,,,,,,,,,,
15.1759,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.181,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.1869,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.1929,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.1963,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.2005,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.2014,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.2058,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.2217,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.2268,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.2387,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.2396,90,77.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.2523,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.2574,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.2625,,,,,5.7971014493,,,,,,,,,,,,,,,,,,,,,,,,,,
15.2659,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
15.2786,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.2896,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.2956,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.2981,,72.2222222222,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.3117,,,,,,,,,24.6153846154,,,,,,,,,,,,,,,,,,,,,,
15.3151,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.321,90,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.3244,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.3567,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.3584,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.3626,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.3635,,,,,,,1.1111111111,,,,,25,,,,,,,,,,,,,,,,,,,
15.3762,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.3949,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4042,,,,,,,,,,,,,,,47.3684210526,,,,,,,,,,,,,,,,
15.4161,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.4169,,77.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4205,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.4348,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.44,90,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4449,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.45,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.4526,,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4585,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
15.4628,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.4679,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.4721,80,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.4755,,,,,,,,,23.0769230769,,,,,,,,,,,,,,,,,,,,,,
15.4763,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4772,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4823,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.495,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.5126,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5181,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5459,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.5519,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5571,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5697,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
15.5782,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.5824,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.5867,80,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.5994,,77.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.602,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6121,,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6155,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.6157,,,,99,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.6283,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6291,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6401,90,,,,,,1.1111111111,,21.5384615385,,,,,,45.6140350877,,,,,,,,,,,,,,,,
15.6673,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6732,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.6792,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.6809,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6843,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.6902,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6962,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.697,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
15.708,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7114,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.7165,,,,,4.347826087,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7216,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7259,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7471,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.759,90,,,100,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.7708,,66.6666666667,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.7759,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
15.7844,80,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.8014,90,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.8073,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.8099,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,
15.8243,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.8413,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.8438,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.8498,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.8523,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.8583,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.8642,80,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.8695,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.8803,90,,,,,,,,,,,,,,43.8596491228,,,,,,,,,,,,,,,,
15.8982,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.9032,80,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
15.9092,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.9211,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9346,,66.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9389,,,,100,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15.9423,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9431,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.9491,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
15.9601,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9652,,61.1111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9711,,66.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9754,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9796,80,,,100,,,,,18.4615384615,,,,,,,,,,,,,,,,,,,,,,
15.9932,,,,,,,0,,,,,20,,,,,,,,,,,,,,,,,,,
15.9975,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
16.0006,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0025,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
16.0195,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0407,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0452,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0484,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0594,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0791,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0959,,61.1111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0985,80,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
16.1044,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
16.1171,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1214,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1231,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1239,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
16.1257,,,,,,,,,,,,,,,42.1052631579,,,,,,,,,,,,,,,,
16.1332,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
16.1375,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1494,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
16.1528,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1553,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
16.1579,90,,,100,,,1.1111111111,,16.9230769231,,,,,,,,,,,,,,,,,,,,,,
16.1723,,66.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1748,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1833,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
16.1893,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
16.1918,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
16.2013,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2037,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
16.2096,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
16.2147,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2359,,,,,2.8985507246,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2368,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
16.2419,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2427,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
16.2546,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2563,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
16.2599,,61.1111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2741,,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
16.2826,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2877,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2962,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.3021,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
16.314,,,,,,,1.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
16.3191,90,,,,,,2.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
16.3318,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.3327,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
