Time (min),clk_ANIMO,CLK_ANIMO,cry_ANIMO,CRY_ANIMO,cwo_ANIMO,CWO_ANIMO,CYC/CLK_ANIMO,pdp1_ANIMO,PDP1_ANIMO,PER_ANIMO,per_ANIMO,PER/TIM-p_ANIMO,TIM_ANIMO,tim_ANIMO,VRI_ANIMO,vri_ANIMO
1384.14,,,,62.962962963,,,,,22.972972973,,,,,,,
1384.44,,,,,,,80,,,,,,,,,
1384.62,,,,,,52.6315789474,,,,,,,,53.5714285714,,
1385.28,34.6153846154,,,,,,,,,,,,,,,
1386.168,,,18,,,,,,,,,,,,,61.1111111111
1386.74,,,,,,,,,,,74.1935483871,,,,13.75,
1387.72,,,,,,,,,24.3243243243,,,,,,,
1388.52,,,,,,,,57.5,,,,,,,,
1389.24,,,17,,,,,,,33.3333333333,,,30.7692307692,,,
1391.36,,,,,,,,,25.6756756757,,,,,,,
1392,,,16,,80,,82.8571428571,,,,,,,57.1428571429,15,63.8888888889
1393.24,,,,,,,,60,,,77.4193548387,,,,,
1394.22,,,,,,,,,,,,7.0422535211,,,,
1394.4,,,,,,,,,,,,,32.6923076923,,,
1394.748,,,,,,57.8947368421,,,,,,,,,,
1394.86,,,15,,,,,,27.027027027,,,,,,,
1396.9,,,,,,,,,,,,,,,16.25,
1397.72,,,14,,,,,,,,,,,,,66.6666666667
1398.52,,,,,,,,62.5,28.3783783784,,,,,,,
1398.988,,,,59.2592592593,,,,,,,,,,,,
1399.928,,,,,,,,,,,,,34.6153846154,60.7142857143,,
1400.468,,,13,,,,,,,,,,,,,
1400.84,,,,,,,,,,,80.6451612903,,,,,
1401.68,,30.7692307692,,,,,85.7142857143,,,,,,,,,
1401.96,38.4615384615,,,,,,,,29.7297297297,,,,,,17.5,
1403.48,,,12,,,,,,,,,,,,,69.4444444444
1403.72,,,,,,,,65,,38.8888888889,,8.4507042254,,,,
1405.14,,,,,,,,,31.0810810811,,,,36.5384615385,,,
1405.58,,,,,,63.1578947368,,,,,,,,,,
1406.24,,,11,,,,,,,,,,,,18.75,
1407.8,,,,,,,,,,,,,,64.2857142857,,
1408.5,,,,,,,,,32.4324324324,,,,,,,
1409.048,,,10,,,,,67.5,,,,,,,,
1409.76,,,,,,,,,,,83.8709677419,,38.4615384615,,,72.2222222222
1410.6,,,,,86.6666666667,,,,,,,,,,20,
1411.908,,,9,,,,,,33.7837837838,,,,,,,
1412.38,,,,,,,88.5714285714,,,,,,,,,
1413.428,,,,55.5555555556,,,,,,,,9.8591549296,,,,
1414.08,,,,,,,,70,,,,,,,,
1415.02,,,8,,,,,,35.1351351351,,,,,,,
1415.32,,,,,,,,,,,,,40.3846153846,67.8571428571,21.25,75
1416.02,,,,,,68.4210526316,,,,,,,,,,
1417.72,,,7,,,,,,,44.4444444444,,,,,,
1418.02,42.3076923077,,,,,,,,,,,,,,,
1418.24,,34.6153846154,,,,,,,36.4864864865,,,,,,,
1419.5,,,,,,,,,,,,,,,22.5,
1419.86,,,,,,,,72.5,,,87.0967741935,,42.3076923077,,,
1420.54,,,6,,,,91.4285714286,,,,,,,,,
1421.3,,,,,,,,,37.8378378378,,,11.2676056338,,,,77.7777777778
1423.348,,,5,,,,,,,,,,,71.4285714286,23.75,
1424.46,,,,,,,,,39.1891891892,,,,44.2307692308,,,
1425.16,,,,,,,,75,,,,,,,,
1426.208,,,4,,,,,,,,,,,,,
1427.44,,,,51.8518518519,,,,,,,,,,,,
1427.52,,,,,,,,,40.5405405405,,,,,,25,80.5555555556
1428.06,,,,,,73.6842105263,,,,,,,,,,
1429.068,,,,,,,,,,,,12.676056338,,,,
1429.38,,,3,,,,,,,,,,46.1538461538,,,
1430.26,,,,,,,,,41.8918918919,,,,,,,
1431.18,,,,,,,,,,50,90.3225806452,,,,,
1431.52,46.1538461538,,,,,,,77.5,,,,,,75,26.25,
1431.928,,,2,,,,,,,,,,,,,
1433.22,,,,,,,,,43.2432432432,,,,,,,
1434.32,,,,,,,,,,,,,48.0769230769,,,
1434.58,,,,,93.3333333333,,,,,,,,,,,
1434.788,,38.4615384615,1,,,,94.2857142857,,,,,,,,,83.3333333333
1435.54,,,,,,,,,,,,14.0845070423,,,27.5,
1436.24,,,,,,,,,44.5945945946,,,,,,,
1436.74,,,,,,,,80,,,,,,,,
1437.648,,,0,,,,,,,,,,,,,
1439.24,,,,,,78.9473684211,,,45.9459459459,,,,50,,28.75,
1440,46.1538461538,38.4615384615,0,51.8518518519,93.3333333333,78.9473684211,94.2857142857,80,45.9459459459,50,90.3225806452,14.0845070423,50,75,28.75,83.3333333333
