Time (min),clk,CLK,cry,CRY,cwo,CWO,CYC/CLK,PDP1,pdp1,PER,per,PER/TIM-p,TIM,tim,VRI,vri,
57.56, , , ,100, , , , ,42, , , , , , , ,
58.02, , , , , , , , , , , , , ,23,28, ,
58.696, , , , ,14, , , , , , , , , , , ,
59, , , ,99, , , , , , ,32, , , , , ,
59.84, , , ,100, , , ,60, , , , , , , , ,
61.04, , , ,99, , , , , , , , , , , ,31,
61.76, , , ,100, , , , ,43,9, , , , , , ,
63.06, , , ,99, ,8, ,61, , , , , , , , ,
63.8, , , ,100, , , , , , , , , , ,29, ,
64.62, , , , , , ,38, , , , , , , , , ,
64.768, , , ,99, , , , , , ,33, , , , , ,
65.608, , , ,100, , , , ,44, , , , ,24, , ,
66.4, , , , , , , ,62, , , , , , , , ,
66.56, , , , , , , , , , , , , , , ,32,
66.792, , , ,99, , , , , , , ,22, , , , ,
67.632, , , ,100, , , , , , , , , , , , ,
69.12, , , ,99, , , , , , , , , , , , ,
69.4, , , , , , , ,63,45, , , , , , , ,
69.656, , , , , , , , , , , , , , ,30, ,
70, , , ,100, , , , , , , , , , , , ,
70.38, , , , , , , , , , ,34, , , , , ,
70.84, , , ,99, , , , , , , , , , , , ,
71.86, , , ,100, , , , , , , , , , , , ,
72.12, , , , , , , ,64, , , , , , , ,33,
73.16, , , ,99, , , , , , , , , ,25, , ,
73.4, , , , , , , , ,46, , , , , , , ,
73.704, , , ,100,15, , , , , , , , , , , ,
75.04,99, , ,99, , , ,65, , , , , , ,31, ,
75.728, , , ,100, , , , , , , , , , , , ,
76.28, , , , , , , , , , ,35, , , , , ,
77.1, , , ,99, , , , , , , , , , , , ,
77.46, , , , , , , , ,47, , , , , , , ,
77.752, , , , , ,9, , , , , , , , , ,34,
77.9, , , ,100, , , ,66, , , , , , , , ,
78.4, , , , , , , , , ,10, , , , , , ,
78.936, , , ,99, , , , , , , , , , , , ,
80.12, , , ,100, , , , , , , , , , ,32, ,
80.96, , , , , , , ,67, , , , , ,26, , ,
81.24, , , ,99, , , , ,48, , , , , , , ,
81.8, , , ,100, , , , , , , , , , , , ,
82.984, , , ,99, , , , , , ,36, , , , , ,
83.58, , , , , , , , , , , , , , , ,35,
83.824, , , , , , , ,68, , , , , , , , ,
84, , , ,100, , , , , , , , , , , , ,
85.24, , , ,99, , , , , , , , , , , , ,
85.5, , , , , , , , ,49, , , , , ,33, ,
85.848, , , ,100, , ,37, , , , ,23, , , , ,
86.32, , , , , , , ,69, , , , , , , , ,
87.032, , , ,99, , , , , , , , , , , , ,
87.872, , , ,100, , , , , , , , , , , , ,
89.16, , , ,99, , , ,70, , , , , ,27, , ,
89.896, , , , , , , , ,50, , , , , , ,36,
90.24, , , ,100, , , , , , ,37, , , ,34, ,
91.08, ,68, ,99, , , , , , , , , , , , ,
91.92, , , , , , , ,71, , , , , , , , ,
92.16, , , ,100, , , , , , , , , , , , ,
92.4, , , , , , ,36, , , , , , , , , ,
93.104, , , ,99, , , , , , , , , , , , ,
93.48, , , , , ,10, , , , , , , , , , ,
94.16, , , ,100, , , , , , , , , , , , ,
94.5, , , , , , , , , ,11, , , , , , ,
94.64, , , , , , , ,72,51, , , , , , , ,
95.28, , , ,99, , , , , , , , , , ,35, ,
95.968, , , ,100, , , , , , , , , , , , ,
97.16, , , ,99, , , ,73, , , , , , , ,37,
98, , , ,100, , , , , , , , , , , , ,
98.84, , , , , , , , , , , , , ,28, , ,
99.176, , , ,99, , ,35, , , , , , , , , ,
100.016, , , , , , , ,74,52, , , , , , , ,
100.18, , , ,100, , , , , , , , , , ,36, ,
100.8, , , , , , , , , , ,38, , , , , ,
101.2, , , ,99, , , , , , , , , , , , ,
101.64, , , , , , , , , , , ,24, , , , ,
102.4, , , ,100, , , ,75, , , , , , , , ,
103.224, , , ,99, , ,34, , , , , , , , , ,
104.064, , , ,100, , , , , , , , , , , , ,
105.26, , , ,99, , , ,76,53, , , , , ,37, ,
106.088, , , , , , , , , , , , , , , ,38,
106.4, , , ,100, , , , , , , , , , , , ,
107.62, , , ,99, , ,33,77, , , , , , , , ,
108.112, , , ,100, , , , , , , , , , , , ,
109.296, , , ,99, , , , , , , , , , , , ,
110.136, , , , , , , , , ,12, , , ,29, , ,
110.22, , , ,100, , , ,78, , , , , , ,38, ,
111.48, , , , , , , , ,54, , , , , , , ,
111.5, , , ,99, ,11,32, , , , , , , , , ,
112.16, , , ,100, , , , , , , , , , , , ,
113.06, , , , , , , ,79, , , , , , , , ,
113.344, , , ,99, , , , , , , , , , , , ,
114.184, , , ,100, , , , , , , , , , , , ,
114.8, , , , , , , , , , , , , , ,39, ,
115.368, , , , , , , ,80, , , , , , , , ,
115.7, , , ,99, , ,31, , , , ,25, , , , ,
116.208, , , ,100, , , , , , , , , , , , ,
117.6, , , ,99, , , , , , , , , , , , ,
118.232, , , , , , , ,81, , , , , , , , ,
118.36, , , ,100, , , , , , , , , , , , ,
118.64, , , , , , , , ,55, , , , , , , ,
118.78, , , , , , ,30, , , , , , , , , ,
119.7, , , ,99, , , , , , , , , , ,40, ,
120.44, , , ,100, , , , , , , , , , , , ,
120.68, , , , , , , ,82, , , , , , , ,39,
121.44, , , ,99, , , , , , , , , , , , ,
121.86, , , , , , ,29, , , , , , , , , ,
122.28, , , ,100, , , , , , , , , , , , ,
123.2, , , , , , , ,83, , , , , , , , ,
123.464, , , ,99, , , , , , , , , , , , ,
124.48, , , ,100, , , , , , , , , , ,41, ,
124.94, , , , , , ,28, , , , , , , , , ,
125.58, , , ,99, , , , , , , , , , , , ,
125.86, , , , , , , ,84, , , , , , , , ,
126, , , , , , , , , ,13, , , , , , ,
126.328, , , ,100, , , , , , , , , , , , ,
127.84, , , ,99, , , , , , , , , , , , ,
128.16, , , , , , , , ,56, , , , , , , ,
128.352, , , ,100,14, ,27,85, , , ,26, , , , ,
129.536, , , ,99, , , , , , , , , , ,42, ,
130.64, , , ,100, , ,26,86, , , , , ,30, , ,
131.88, , , ,99, , , , , , , , , , , , ,
132.4, , , ,100, , , , , , , , , , , , ,
133.2, , , , , , ,25,87, , , , , , , , ,
133.584, , , ,99, , , , , , , , , , , , ,
134.424, , , ,100, , , , , , , , , , ,43, ,
135.62, , , , , , ,24, , , , , , , , , ,
135.78, , , ,99, , , ,88, , , , , , , , ,
136.448, , , ,100, ,12, , , , , , , , , , ,
137.74, , , ,99, , ,23, , , , , , , , , ,
138.472, , , ,100, , , ,89, , , , , , , , ,
139.16, , , , , , , , , , , , , , ,44, ,
140, , , ,99, , , , , , , , , , , , ,
140.496, , , ,100, , ,22, , , ,37, , , , , ,
141, , , , , , , ,90, , , , , , , , ,
141.68, , , ,99, , , , , , , ,27, , , , ,
142.54, , , , , , ,21, , , , , , , , , ,
142.82, , , ,100, , , , , ,14, , , , , , ,
144, , , ,99, , , ,91, , , , , , , , ,
144.18, , , , , , ,20, , , , , , , ,45, ,
144.544, , , ,100, , , , , , , , , , , , ,
145.728, , , ,99,13, , , , , , , , , , , ,
146.3, , , , , , ,19, , , , , , , , ,38,
146.568, , , ,100, , , ,92, , , , , , , , ,
147.752, , , ,99, , , , , , , , , , , , ,
148.4, , , , , , ,18, , , , , , , , , ,
148.74, , , ,100, , , , , , , , , , , , ,
148.98, , , , , , , , , , ,36, , , , , ,
149.18, , , , , , , ,93, , , , , , ,46, ,
149.776, , , ,99, , , , , , , , , , , , ,
150.2, , , , , , ,17, , , , , , , , , ,
150.616, , , ,100, , , , , , , , , , , , ,
151.38,98, , , , , , , , , , , , , , , ,
151.8, , , ,99, , , ,94, , , , , , , , ,
152.22, , , , , , ,16, , , , , , , , , ,
152.64, , , ,100, , , , , , , , , , , , ,
153.46, , , , , , , , , , , ,28, , , , ,
154.08, , , ,99, , ,15, , , , , , , , , ,
154.664, , , ,100, , , ,95, , , , , , ,47, ,
155.656, , , , , , , , , , ,35, , , , , ,
155.848, , , ,99, , ,14, , , , , , , , , ,
156.8, , , ,100, , , , , , , , , , , , ,
157.376, , , , ,12, ,13,96, , , , , , , ,37,
157.98, , , ,99, , , , , , , , , ,29, , ,
158.712, , , ,100, , , , , , , , , , , , ,
159.38, , , , , , ,12, , , , , , , , , ,
159.92, , , ,99, , , ,97, , , , , , ,48, ,
160.822, , , ,100, , ,11, ,55, ,34, , , , , ,
161.92, , , ,99, , , , , , , , , , , , ,
162.546, , , , , , , , , ,15, , , , , , ,
162.8, , , ,100, , ,10,98, , , , , , , , ,
164.3, , , ,99, , ,9, , , , ,29, , , , ,
165.056, , , ,100, , , , , , , , , , , , ,
165.2, , , , , , , , , , , , , , , ,36,
165.968, , , ,99, , ,8,99, , ,33, , , ,49, ,
166.808, , , ,100,11, , , , , , , , , , , ,
167.196, , , , , , ,7, , , , , , , , , ,
168, , , ,99, , , , , , , , , , , , ,
168.9, , , ,100, , ,6,100,54, , , , , , , ,
170.016, , , , , , , , , , ,32, , , , , ,
170.196, , , ,99, , ,5, , , , , , , , , ,
170.856, , , , , , , , , , , , , ,28, , ,
171.156, , , ,100, , , , , , , , , , , ,35,
172.04, , , ,99, , ,4, , , , , , , ,50, ,
173.2, , , ,100, , , , , , , , , , , , ,
173.26, , , , , , ,3, , , , , , , , , ,
173.6, , , , , , , , , , ,31, , , , , ,
174.176, , , ,99,10, , , , , , , , , , , ,
174.904, , , ,100, , ,2, ,53, , , , , , , ,
175.62, , , , , , , , , , , ,30, , , , ,
176.236, , , , , , ,1, , , , , , , , , ,
176.4, , , ,99, , , , , , , , , , , ,34,
177.062, , , ,100, , , , , , , , , , , , ,
177.36, , , , , , , , , , ,30, , , , , ,
177.44, , , , , , ,0, , , , , , , , , ,
178.18, , , ,99, , , , , , , , , , ,51, ,
179.2, , , ,100, , , , , , , , , , , , ,
180.136, , , , , , , , ,52, , , , ,27, , ,
180.482, , , ,99, , , , , , ,29, , , , , ,
181.316, , , ,100, , , , , , , , , , , , ,
181.44, , , , ,9, , , , , , , , , , ,33,
182.16, , , ,99, , , , , , , , , , , , ,
183, , , ,100, , , , , , , , , , , , ,
184.184, , , ,99, , , , , , ,28, , , , , ,
185.276, , , ,100, , , , ,51, , , , , ,52, ,
186.208, , , ,99, , , , , , , , , , , ,32,
187.168, , , ,100, , , , , , , , , , , , ,
187.82, , , , , , , , , , ,27,31, , , , ,
188.232, , , ,99, , , , , , , , , , , , ,
189.072, , , ,100,8, , , , , , , , , , , ,
189.72, , , , , , , , , , , , , ,26, , ,
190.5, , , ,99, , , , ,50, , , , , , , ,
190.798, , , , , , , , , ,16, , , , , , ,
191.316,97,67, ,100, , , , , , ,26, , , , ,31,
192.59, , , ,99, , , , , , , , , , , , ,
192.72, , , , , , , , , , , , , , ,53, ,
193.2, , , ,100, , , , , , , , , , , , ,
194.336, , , ,99, , , , , , , , , , , , ,
194.702, , , , , , , , , , ,25, , , , , ,
195.484, , , ,100, , , , ,49, , , , , , , ,
196.516, , , ,99, , , , , , , , , , , , ,
196.756, , , , ,7, , , , , , , , , , ,30,
197.168, , , ,100, , , , , , , , , , , , ,
198.382, , , ,99, , , , , , ,24, , , , , ,
198.8, , , , , , , , , , , ,32, , , , ,
199.46, , , ,100, , , , , , , , , ,25, , ,
200.376, , , ,99, , , , , , , , , , , , ,
201.064, , , , , , , , ,48, , , , , , , ,
201.216, , , ,100, , , , , , , , , , ,54, ,
202.122, , , , , , , , , , , , , , , ,29,
202.4, , , , , , , , , , ,23, , , , , ,
202.686, , , ,99, , , , , , , , , , , , ,
203.24, , , ,100, , , , , , , , , , , , ,
204.424, , , ,99, , , , , , , , , , , , ,
205.264, , , ,100,6, , , , , , , , , , , ,
206.084, , , , , , , , ,47, ,22, , , , , ,
206.448, , , ,99, , , , , , , , , , , , ,
207.44, , , ,100, , , , , , , , , , , ,28,
208.472, , , ,99, , , , , , , , , , , , ,
209.34, , , ,100, , , , , , , , , ,24, , ,
210, , , , , , , , , , ,21, , , , , ,
210.56, , , ,99, , , , , , , ,33, , , , ,
210.9, , , , , , , , , , , , , , ,55, ,
211.336, , , ,100, ,11, , , , , , , , , , ,
212.016, , , , , , , , ,46, , , , , , , ,
212.8, , , ,99, , , , , , , , , , , , ,
212.976, , , , , , , , , , , , , , , ,27,
213.498, , , ,100, , , , , , , , , , , , ,
214.24, , , , , , , , , , ,20, , , , , ,
214.544, , , ,99,5, , , , , , , , , , , ,
215.64,96, , ,100, , , , , , , , , , , , ,
216.568, , , ,99, , , , , , , , , , , , ,
217.484, , , ,100, , , , ,45, , , , , , , ,
218.4, , , , , , , , , , ,19, , , , , ,
218.836, , , ,99, , , , , , , , , , , ,26,
219.432, , , ,100, , , , , , , , , , , , ,
220.06, , , , , , , , , , , , , ,23, , ,
220.72, , , ,99, , , , , , , , , , , , ,
221.456, , , ,100, , , , , , , , , , , , ,
222.112, , , , , , , , , , , , , , ,56, ,
222.64, , , , , , , , , , ,18, , , , , ,
222.98, , , ,99, , , , , , , , , , , , ,
223.244, , , , , , , , , , , ,34, , , , ,
223.504, , , ,100, , , , ,44, , , , , , , ,
224.896, , , ,99,4, , , , , , , , , , , ,
225.04, , , , , , , , , , , , , , , ,25,
225.504, , , ,100, , , , , , , , , , , , ,
226.862, , , ,99, , , , , , ,17, , , , , ,
227.68, , , ,100, , , , , , , , , , , , ,
229.072, , , ,99, , , , ,43, , , , , , , ,
229.552, , , ,100, , , , , , , , , , , , ,
230.936, , , ,99, , , , , , , , , ,22, ,24,
231.62, , , , , , , , , , ,16, , , , , ,
231.856, , , ,100, , , , , , , , , , , , ,
232.76, , , ,99, , , , , , , , , , , , ,
233.608, , , ,100, , , , , , , , , , , , ,
234.784, , , ,99, ,10, , , , , , , , , , ,
235.624, , , , , , , , ,42, , , , , , , ,
235.76, , , ,100, , , , , , , , , , , , ,
236.032,95, , , , , , , , , , , , , ,57, ,
236.42, , , , ,3, , , , , ,15,35, , , , ,
236.808, , , ,99, , , , , , , , , , , , ,
237.648, , , ,100, , , , , , , , , , , ,23,
238.832, , , ,99, , , , , , , , , , , , ,
239.672, , , ,100, , , , , , , , , , , , ,
241.162, , , ,99, , , , , , ,14, , , , , ,
241.696, , , ,100, , , , ,41, , , , , , , ,
242.622, , , , , , , , , , , , , ,21, , ,
242.992, , , ,99, , , , , , , , , , , , ,
243.72, , , ,100, , , , , , , , , , , , ,
244.384, , , , , , , , , , , , , , , ,22,
244.904, , , ,99, , , , , , , , , , , , ,
245.85, , , ,100, , , , , , , , , , , , ,
246.44, ,66, , , , , , , , ,13, , , , , ,
247.168, , , ,99, , , , , , , , , , , , ,
247.904, , , ,100, , , , ,40, , , , , , , ,
248.952, , , ,99,2, , , , , , , , , , , ,
249.952, , , ,100, , , , , , , , , , , , ,
250.976, , , ,99, , , , , , , ,36, , , ,21,
251.422, , , , , , , , , , ,12, , , , , ,
251.816, , , ,100, , , , , , , , , , , , ,
253.226, , , ,99, , , , , , , , , , , , ,
253.456, , , , , ,9, , , , , , , , , , ,
254.128, , , ,100, , , , , , , , , , , , ,
255.024, , , ,99, , , , ,39, , , , ,20, , ,
255.864,94, , , , , , , , , , , , , , , ,
256.16, , , ,100, , , , , , , , , , ,58, ,
257.296, , , ,99, , , , , , ,11, , , , , ,
257.888, , , ,100, , , , , , , , , , , , ,
258.602, , , , , , , , , , , , , , , ,20,
259.072, , , ,99, , , , , , , , , , , , ,
259.912, , , ,100, , , , , , , , , , , , ,
261.142, , , ,99, , , , , , , , , , , , ,
261.936, , , ,100, , , , ,38, , , , , , , ,
263.12, , , ,99, , , , , , ,10, , , , , ,
263.96, , , ,100,1, , , , , , , , , , , ,
265.264, , , ,99, , , , , , , , , , , , ,
266.038, , , ,100, , , , , , , , , , , ,19,
266.72, , , , , , , , , , , ,37, , , , ,
267.21, , , ,99, , , , , , , , , , , , ,
268.048, , , , , , , , , , , , , ,19, , ,
268.362, , , ,100, , , , , , , , , , , , ,
269.002, , , , , , , , ,37, , , , , , , ,
269.192, , , , , , , , , , ,9, , , , , ,
269.494, , , ,99, , , , , , , , , , , , ,
270.032, , , ,100, , , , , , , , , , , , ,
271.216, , , ,99, , , , , , , , , , , , ,
272.224, , , ,100, ,8, , , , , , , , , , ,
273.6, , , ,99, , , , , , , , , , , , ,
273.914,93, , , , , , , , , , , , , , , ,
274.116, , , ,100, , , , , , , , , , , ,18,
275.264, , , ,99, , , , , , , , , , , , ,
276.054, , , , , , , , , , ,8, , , , , ,
276.4, , , ,100, , , , ,36, , , , , , , ,
277.288, , , ,99, , , , , , , , , , , , ,
278.13, , , ,100, , , , , , , , , , , , ,
279.312, , , ,99, , , , , , , , , , , , ,
280.176, , , ,100, , , , , , , , , , , , ,
281.336, , , ,99, , , , , , , , , , , , ,
282.216, , , ,100, , , , , , , , , ,18, , ,
282.576, , , , ,0, , , , , , , , , , , ,
282.662, , , , , , , , , , ,7, , , , ,17,
283.36, , , ,99, , , , , , , , , , , , ,
284.2, , , ,100, , , , ,35, , ,38, , , , ,
285.384, , , ,99, , , , , , , , , , , , ,
286.224, , , ,100, , , , , , , , , , , , ,
287.536, , , ,99, , , , , , , , , , , , ,
288.248, , , ,100, , , , , , , , , , , , ,
289.766, , , ,99, , , , , , , , , , , , ,
289.956, , , , , , , , , , ,6, , , , , ,
290.272, , , , , ,7, , , , , , , , , , ,
290.32, , , ,100, , , , , , , , , , , , ,
291.72, , , ,99, , , , , , , , , , , , ,
291.836,92,65, , , , , , , , , , , , , ,16,
292.49, , , ,100, , , , ,34, , , , , , , ,
293.5, , , ,99, , , , , ,15, , , , , , ,
294.32, , , ,100, , , , , , , , , , , , ,
295.504, , , ,99, , , , , , , , , , , , ,
296.344, , , ,100, , , , , , , , , , , , ,
297.66, , , ,99, , , , , , , , , , , , ,
297.982, , , , , , , , , , ,5, , ,17, , ,
298.368, , , ,100, , , , , , , , , , , , ,
299.754, , , ,99, , , , , , , , , , , , ,
300.662, , , ,100, , , , , , , , , , , , ,
301.036, , , , , , , , ,33, , , , , , , ,
301.576, , , ,99, , , , , , , , , , , ,15,
302.478, , , ,100, , , , , , , , , , , , ,
303.796, , , ,99, , , , , , , , , , , , ,
304.44, , , ,100, , , , , , , , , , , , ,
305.624, , , ,99, , , , , , , , , , , , ,
306.464, , , ,100, , , , , , ,4, , , , , ,
307.926, , , ,99, , , , , , , , , , , , ,
308.834, , , ,100, , , , , , , , , , , , ,
309.94,91, , ,99, , , , ,32, , , , , , , ,
310.65, , , ,100, ,6, , , , , ,39, , , , ,
312.056, , , ,99, , , , , , , , , , , ,14,
312.626, , , ,100, , , , , , , , , , , , ,
313.72, , , ,99, , , , , , , , , , , , ,
314.56, , , ,100, , , , , , , , , , , , ,
315.26, , , , , , , , , , , , , ,16, , ,
316.098, , , ,99, , , , , , , , , , , , ,
316.584, , , ,100, , , , , , ,3, , , , , ,
317.948, , , ,99, , , , , , , , , , , , ,
318.822, , , ,100, , , , , , , , , , , , ,
319.204, , , , , , , , ,31, , , , , , , ,
319.792, , , ,99, , , , , , , , , , , , ,
320.638, , , ,100, , , , , , , , , , , , ,
321.816, , , ,99, , , , , , , , , , , , ,
322.66, , , ,100, , , , , , , , , , , , ,
323.362, , , , , , , , , , , , , , , ,13,
324.128, , , ,99, , , , , , , , , , , , ,
324.68, , , ,100, , , , , , , , , , , , ,
326.086, , , ,99, , , , , , , , , , , , ,
326.994, , , ,100, , , , , , ,2, , , , , ,
327.888, , , ,99, , , , , , , , , , , , ,
328.268,90,64, , , , , , , , , , , , , , ,
328.944, , , ,100, , , , ,30, , , , , , , ,
329.912, , , ,99, , , , , , , , , , , , ,
330.972, , , ,100, , , , , , , , , , , , ,
331.936, , , ,99, , , , , , , , , , , , ,
332.776, , , ,100, , , , , , , , , , , , ,
333.28, , , , , , , , , , , , , ,15, , ,
333.96, , , ,99, , , , , , , , , , , , ,
334.356, , , , , ,5, , , , , , , , , , ,
335.028, , , ,100, , , , , , , , , , , , ,
335.596, , , , , , , , , , , , , , ,57,12,
335.984, , , ,99, , , , , , , , , , , , ,
336.824, , , ,100, , , , , , , , , , , , ,
338.008, , , ,99, , , , , , , , , , , , ,
339.084, , , ,100, , , , , , , , , , , , ,
340.032, , , ,99, , , , ,29, ,1, , , , , ,
340.872, , , ,100, , , , , , , , , , , , ,
342.056, , , ,99, , , , , , , ,40, , , , ,
343.14, , , ,100, , , , , , , , , , , , ,
344.08, , , ,99, , , , , , , , , , , , ,
344.92, , , ,100, , , , , , , , , , , , ,
346.104, , , ,99, , , , , , , , , , , , ,
347.196, , , ,100, , , , , ,14, , , , , , ,
348.128, , , ,99, , , , , , , , , , , , ,
348.968,89, , ,100, , , , , , , , , , , ,11,
350.152, , , ,99, , , , , , , , , , , , ,
351.252, , , ,100, , , , ,28, , , , , , , ,
352.176, , , ,99, , , , , , , , , , , , ,
353.016, , , ,100, , , , , , , , , , , , ,
353.422, , , , , , , , , , ,0, , , , , ,
354.2, , , ,99, , , , , , , , , ,14, , ,
355.308, , , ,100, , , , , , , , , , , , ,
356.224, , , ,99, , , , , , , , , , , , ,
357.064, , , ,100, , , , , , , , , , , , ,
358.248, , , ,99, , , , , , , , , , , , ,
359.364, , , ,100, , , , , , , , , , , , ,
360.272, , , ,99, , , , , , , , , , , , ,
361.112, , , ,100, , , , , , , , , , , , ,
362.484, , , ,99, , , , , , , , , , , , ,
362.66, ,63, , , , , , ,27, , , , , , ,10,
363.42, , , ,100, ,4, , , , , , , , , , ,
364.32, , , ,99, , , , , , , , , , , , ,
365.16, , , ,100, , , , , , , , , , , , ,
366.344, , , ,99, , , , , , , , , , , , ,
367.476, , , ,100, , , , , , , , , , , , ,
367.996, , , , , , , , , , , , , , ,56, ,
368.368, , , ,99, , , , , , , , , , , , ,
369.208, , , ,100, , , , , , , , , , , , ,
370.392, , , ,99, , , , , , , , , , , , ,
371.532, , , ,100, , , , , , , , , , , , ,
371.66,88, , , , , , , , , , , , , , , ,
372.416, , , ,99, , , , , , , , , , , , ,
373.256, , , ,100, , , , , , , , , , , , ,
374.44, , , ,99, , , , , , , , , , , , ,
375.588, , , ,100, , , , ,26, , , , , , , ,
376.464, , , ,99, , , , , , , , , , , , ,
377.304, , , ,100, , , , , , , , , , , , ,
377.88, , , , , , , , , , , , , ,13, , ,
378.488, , , ,99, , , , , , , , , , , ,9,
379.644, , , ,100, , , , , , , , , , , , ,
380.512, , , ,99, , , , , , , , , , , , ,
381.352, , , ,100, , , , , , , , , , , , ,
382.536, , , ,99, , , , , , , , , , , , ,
383.7, , , ,100, , , , , , , , , , , , ,
384.56, , , ,99, , , , , , , , , , , , ,
385.4, , , ,100, , , , , , , , , , , , ,
386.584, , , ,99, , , , , , , , , , , , ,
387.756, , , ,100, , , , , , , , , , , , ,
388.904, , , ,99, , , , , , , , , , , , ,
389.108, , , , , , , , ,25, , , , , , , ,
389.448, , , ,100, , , , , , , , , , , , ,
390.632, , , ,99, , , , , , , , , , , , ,
391.812, , , ,100, , , , , , , , , , , , ,
392.656, , , ,99, , , , , , , , , , , , ,
393.496, , , ,100, , , , , , , , , , , , ,
394.68,87,62, ,99, , , , , , , , , , , , ,
395.52, , , , , , , , , , , , , , ,55,8,
395.868, , , ,100, , , , , , , , , , , , ,
396.704, , , ,99, , , , , , , , , , , , ,
397.544, , , ,100, , , , , , , , , , , , ,
398.572, , , , , , , , , ,13, , , , , , ,
398.728, , , ,99, , , , , , , , , , , , ,
399.156, , , , , ,3, , , , , , , , , , ,
399.924, , , ,100, , , , , , , , , , , , ,
